0.95752,0.86711,0.98128
0.95568,0.99027,0.96791
0.97016,0.99536,0.83762
0.98037,0.97216,0.78624
0.94051,0.97879,0.96922
0.9788,0.97745,0.83798
0.9078,0.9841,0.9724
0.97561,0.97394,0.96939
0.91808,0.96602,0.97511
0.98491,0.97994,0.96268
0.9728,0.956,0.99368
0.95296,0.91986,0.97153
0.92339,0.95571,0.87352
0.92542,0.92315,0.98805
0.99435,0.99478,0.93399
0.97735,0.96842,0.9739
0.97311,0.94892,0.94276
0.91694,0.93098,0.91052
0.98102,0.99342,0.98576
0.99006,0.93314,0.98835
0.94083,0.96427,0.99251
0.9747,0.9372,0.97415
0.95906,0.85413,0.86088
0.9442,0.89942,0.98978
0.94948,0.91447,0.9949
0.8477,0.95136,0.93514
0.93753,0.82077,0.95692
0.99044,0.99013,0.99934
0.97932,0.98281,0.99052
0.97403,0.93129,0.98833
0.95468,0.91226,0.88346
0.9338,0.90193,0.96703
0.98664,0.99424,0.96872
0.99019,0.99958,0.99564
0.97384,0.93664,0.97161
0.94611,0.91672,0.86956
0.95825,0.79955,0.98326
0.98505,0.86088,0.98404
0.97824,0.97092,0.914
0.96919,0.92601,0.96592
0.91728,0.85814,0.89304
0.92775,0.92835,0.94762
0.95426,0.92056,0.98607
0.924,0.967,0.95226
0.97851,0.95329,0.92486
0.94905,0.94608,0.96334
0.99546,0.9691,0.99534
0.97237,0.95065,0.96833
0.97385,0.99348,0.96082
0.97673,0.97194,0.90878
0.96176,0.96717,0.9909
0.98799,0.95419,0.89443
0.97516,0.87289,0.66393
0.99138,0.9172,0.99323
0.90696,0.91419,0.93504
0.97609,0.9728,0.89657
0.97518,0.84004,0.97766
0.99597,0.99707,0.9799
0.95107,0.86892,0.99218
0.91896,0.8952,0.86521
0.96186,0.87111,0.92885
0.93392,0.83123,0.97346
0.93392,0.83123,0.97346
0.98409,0.97759,0.99558
0.98448,0.99011,0.98841
0.98989,0.77643,0.99225
0.98083,0.97179,0.98228
0.9857,0.92747,0.95328
0.98244,0.99334,0.99707
0.98272,0.91449,0.90832
0.98099,0.96524,0.97114
0.8725,0.96932,0.99572
0.98075,0.8234,0.86642
0.86602,0.9463,0.79369
0.98186,0.84535,0.99072
0.97064,0.98232,0.98832
0.99772,0.98289,0.99045
0.94469,0.97145,0.96089
0.97015,0.81731,0.89369
0.9255,0.98559,0.94206
0.98954,0.95273,0.69643
0.92833,0.9626,0.96967
0.97437,0.99657,0.97904
0.92516,0.97058,0.98947
0.99359,0.97362,0.97424
0.92885,0.9279,0.9343
0.97368,0.98931,0.97051
0.96793,0.9639,0.87113
0.96793,0.9639,0.87113
0.98201,0.92242,0.75307
0.99109,0.99281,0.95717
0.93953,0.90061,0.98822
0.97683,0.9436,0.76669
0.98636,0.80179,0.97524
0.9976,0.95017,0.93554
0.99241,0.96283,0.92084
0.97601,0.94306,0.92591
0.99662,0.99275,0.99624
0.98045,0.96436,0.89975
0.98116,0.97695,0.85828
0.96113,0.9761,0.99361
0.99511,0.99148,0.99929
0.99647,0.97944,0.99021
0.76842,0.97506,0.95605
0.91421,0.99677,0.99967
0.95291,0.86125,0.83165
0.98162,0.93208,0.98008
0.93085,0.97388,0.8488
0.84447,0.93849,0.53671
0.34209,0.95907,0.98159
0.98821,0.95709,0.98274
0.99367,0.65667,0.99076
0.94891,0.99797,0.97722
0.98112,0.97236,0.97133
0.99058,0.70131,0.98411
0.99589,0.94951,0.99848
0.98589,0.98258,0.99356
0.97479,0.98865,0.98967
0.98133,0.95578,0.9796
0.9991,0.98901,0.98604
0.99728,0.99677,0.99671
0.99343,0.98907,0.98238
0.9015,0.98847,0.95753
0.93813,0.91357,0.98397
0.97143,0.96504,0.98808
0.88238,0.96614,0.96832
0.90218,0.85045,0.87735
0.9077,0.99597,0.9942
0.99792,0.96598,0.99943
0.9969,0.99377,0.97694
0.78618,0.79739,0.96668
0.99205,0.99142,0.99144
0.99616,0.92523,0.99279
0.98625,0.98943,0.89941
0.96516,0.98959,0.96149
0.99648,0.99711,0.98617
0.97261,0.98621,0.99083
0.98341,0.99482,0.7338
0.9974,0.97574,0.98925
0.90095,0.9567,0.97629
0.9557,0.98507,0.98819
0.89868,0.93883,0.9811
0.98203,0.97518,0.96552
0.99662,0.97791,0.94892
0.98161,0.94293,0.93869
0.90701,0.98977,0.7483
0.93335,0.90903,0.87579
0.93476,0.84503,0.93415
0.90408,0.97293,0.98679
0.99636,0.94682,0.98464
0.94709,0.97557,0.91667
0.99531,0.88647,0.97846
0.98537,0.77814,0.93582
0.90999,0.98184,0.94556
0.97415,0.89576,0.95297
0.98227,0.90938,0.99712
