0.94781,0.57562,0.98543
0.89919,0.98454,0.92538
0.9598,0.99582,0.87302
0.97912,0.95376,0.8246
0.91685,0.99301,0.96678
0.97799,0.98897,0.85377
0.87029,0.97874,0.90065
0.96749,0.95119,0.95559
0.88468,0.94041,0.96356
0.9911,0.9757,0.96149
0.9831,0.94413,0.97847
0.94427,0.80414,0.97483
0.93655,0.98439,0.9114
0.93986,0.97271,0.98893
0.98635,0.99296,0.94916
0.99163,0.98868,0.98736
0.97387,0.94831,0.93124
0.92256,0.93299,0.92895
0.96074,0.99045,0.97304
0.9865,0.93192,0.9908
0.96092,0.92244,0.99452
0.98735,0.95168,0.94237
0.94123,0.7771,0.73331
0.91809,0.85566,0.98099
0.9172,0.96694,0.99527
0.90228,0.94518,0.94865
0.9285,0.87673,0.95468
0.98719,0.99281,0.99695
0.98315,0.99124,0.88326
0.96759,0.93281,0.97621
0.96249,0.93626,0.90689
0.90806,0.88553,0.95163
0.99452,0.99378,0.92825
0.99387,0.98823,0.96239
0.984,0.97518,0.97668
0.96584,0.94467,0.86758
0.95655,0.81263,0.99288
0.98872,0.90942,0.97282
0.98667,0.95956,0.88126
0.96149,0.93583,0.95641
0.85169,0.81263,0.93488
0.91365,0.92655,0.94374
0.9375,0.95799,0.98046
0.95955,0.99296,0.94223
0.96089,0.91114,0.87667
0.96036,0.94745,0.97776
0.99548,0.99572,0.99464
0.9635,0.93173,0.96281
0.97078,0.99409,0.96334
0.97347,0.96981,0.99657
0.9446,0.95609,0.97606
0.98056,0.97572,0.92168
0.96661,0.97313,0.9484
0.98975,0.95152,0.99419
0.90943,0.95653,0.93176
0.97601,0.95433,0.90567
0.97834,0.89119,0.98252
0.99612,0.99347,0.97783
0.9445,0.93835,0.96966
0.83511,0.96488,0.98248
0.88919,0.97787,0.91437
0.94226,0.89844,0.96855
0.94226,0.89844,0.96855
0.97708,0.97298,0.9879
0.98899,0.98859,0.98879
0.95945,0.91186,0.98673
0.99003,0.996,0.97392
0.92977,0.83927,0.96144
0.99782,0.99436,0.99599
0.97609,0.99221,0.63964
0.91003,0.99714,0.94582
0.95739,0.95301,0.98136
0.98721,0.79239,0.96164
0.98588,0.90341,0.99137
0.93232,0.85515,0.98522
0.9808,0.92105,0.98617
0.94395,0.9501,0.98466
0.96035,0.95319,0.97771
0.96943,0.79587,0.93163
0.93996,0.97768,0.96424
0.99223,0.98943,0.94351
0.99662,0.68514,0.9647
0.97486,0.99539,0.99542
0.94109,0.9723,0.99562
0.99033,0.98457,0.96144
0.95794,0.93998,0.79301
0.98794,0.98164,0.97061
0.92365,0.93361,0.92059
0.92365,0.93361,0.92059
0.9723,0.92204,0.85394
0.99508,0.97732,0.95378
0.9202,0.9019,0.98805
0.97451,0.93942,0.81988
0.98421,0.75061,0.98522
0.97856,0.92856,0.94936
0.97301,0.9013,0.89182
0.98012,0.89118,0.83892
0.99253,0.99117,0.99462
0.97294,0.96966,0.87715
0.94579,0.97637,0.82857
0.97422,0.97934,0.98528
0.99366,0.97742,0.99911
0.99522,0.95085,0.96065
0.85321,0.98921,0.94639
0.88386,0.99045,0.98723
0.90448,0.76117,0.8584
0.9805,0.89802,0.99549
0.91063,0.93454,0.99633
0.76313,0.92869,0.54409
0.8889,0.94354,0.97493
0.95936,0.96188,0.97971
0.99559,0.94653,0.9812
0.94473,0.998,0.97108
0.97728,0.97938,0.98445
0.98817,0.78909,0.98457
0.93878,0.99753,0.99889
0.98794,0.96478,0.99667
0.99313,0.97214,0.98967
0.96211,0.96135,0.99518
0.99808,0.9979,0.99122
0.99714,0.98644,0.99286
0.98806,0.9284,0.98973
0.92802,0.97136,0.95991
0.92443,0.92999,0.99274
0.98836,0.94638,0.98217
0.97407,0.96284,0.9376
0.92137,0.86491,0.89959
0.99461,0.99938,0.89753
0.91574,0.9985,0.93699
0.86142,0.99108,0.99886
0.72892,0.87491,0.97943
0.99018,0.99789,0.99395
0.9973,0.98744,0.99273
0.96296,0.98137,0.90356
0.96551,0.97503,0.92747
0.97688,0.86924,0.98758
0.97353,0.93949,0.95053
0.97056,0.99323,0.76994
0.9955,0.9635,0.99644
0.92207,0.94805,0.9502
0.97094,0.93353,0.96958
0.79124,0.98497,0.96314
0.98565,0.95405,0.92995
0.95275,0.91998,0.90623
0.97034,0.89916,0.91328
0.86321,0.99497,0.77195
0.77432,0.84742,0.90901
0.93003,0.89377,0.75672
0.90064,0.97281,0.98573
0.9304,0.99078,0.9974
0.95349,0.97236,0.95302
0.99802,0.9339,0.98156
0.97009,0.72541,0.92014
0.95995,0.98385,0.96265
0.98203,0.90186,0.94381
0.95449,0.87339,0.98842
