78.003,-50.152,41.964,-13.498,2.8885,-0.60168,0.06166,72.854,-32.919,22.321,-1.6269,-2.5755,0.78766,-0.068268,59.756,9.7143,-25.586,18.384,-6.0964,1.0485,-0.075656
74.577,-38.663,45.045,-24.916,7.5921,-1.2101,0.077446,68.676,25.206,-69.305,48.67,-14.286,1.8908,-0.094301,61.246,1.4695,-22.732,22.955,-8.4755,1.3532,-0.080244
69.884,-9.9389,-4.8513,10.319,-3.8091,0.43841,-0.0070306,66.675,1.9348,-3.8828,-6.8538,5.9859,-1.4599,0.11211,66.615,-13.399,17.041,-17.292,8.6622,-1.8965,0.14749
81.917,-38.507,8.7692,9.4801,-4.195,0.46302,-0.0031068,78.667,-12.827,-20.116,26.662,-9.5226,1.2341,-0.042771,74.096,-3.5085,-15.735,18.224,-7.9009,1.5873,-0.1225
76.059,-60.796,61.272,-31.855,10.533,-1.9921,0.15321,75.077,14.211,-48.853,34.699,-10.551,1.5085,-0.084994,76.564,-6.9475,-43.152,52.729,-22.442,4.0552,-0.26491
73.447,-44.331,43.102,-19.541,5.5001,-0.97633,0.075804,60.352,1.3537,-22.934,17.431,-4.5463,0.41672,-0.0053801,64.753,-31.777,19.945,-0.72616,-1.8979,0.42004,-0.02472
68.953,-37.662,55.391,-39.832,14.987,-2.7697,0.19633,62.031,2.1476,-11.693,7.0963,-1.3446,0.026387,0.0094874,66.186,-11.462,-4.7499,14.363,-7.1104,1.3858,-0.096774
77.202,-41.2,42.073,-20.349,5.7756,-0.9426,0.065429,65.51,1.4204,-8.5515,3.2899,0.14446,-0.16731,0.013997,65.725,-17.258,5.8216,2.5595,-0.83735,-0.081179,0.025545
77.416,-69.111,96.122,-63.224,21.753,-3.7513,0.25322,55.994,-5.7964,0.86882,4.567,-2.2745,0.34951,-0.014591,66.383,-7.8749,-1.7116,1.2259,0.53351,-0.28026,0.029613
83.009,-49.563,24.295,5.0474,-5.5628,1.175,-0.077269,68.919,-15.031,1.9023,9.1399,-5.0834,0.96716,-0.062246,67.882,-25.002,3.7445,11.962,-5.7324,0.88435,-0.041862
70.895,-38.56,27.897,-7.5525,1.2529,-0.25587,0.028403,62.588,-19.533,9.2364,0.45217,-0.39267,-0.093185,0.022018,70.534,-20.454,18.488,-11.866,4.2898,-0.79174,0.057406
69.406,-47.291,77.879,-52.454,17.509,-2.9103,0.19152,65.129,-14.559,5.2747,1.867,-1.3614,0.24634,-0.014573,68.373,-25.526,14.994,-2.1197,0.054564,-0.11935,0.022207
62.164,-30.995,42.309,-24.872,7.8481,-1.3241,0.091904,61.288,2.2073,-28.869,24.931,-7.9479,1.082,-0.053125,63.513,-25.942,12.258,2.91,-2.923,0.59403,-0.037067
71.534,-63.733,76.244,-42.269,12.744,-2.0454,0.13494,61.488,-16.612,25.372,-25.411,12.332,-2.6291,0.1999,53.516,-1.6602,-33.054,41.66,-17.497,3.0834,-0.19723
64.731,-34.446,20.313,-1.3415,-0.63714,-0.048096,0.023757,54.333,-21.24,11.237,14.185,-10.918,2.4685,-0.18175,58.863,-7.8963,0.96108,-4.1741,3.7406,-0.95391,0.074528
61.67,-23.751,0.39383,14.08,-7.196,1.328,-0.084278,53.32,4.807,-24.845,21.103,-7.4301,1.2263,-0.079492,54.235,8.2295,-48.83,41.025,-13.47,1.931,-0.10082
85.752,-61.231,58.921,-25.965,6.9652,-1.1741,0.087999,79.189,-24.104,12.73,-1.1679,-0.41573,0.056282,0.00073317,69.872,-28.153,9.1338,17.821,-12.241,2.6972,-0.19861
80.934,-70.079,90.779,-56.775,18.676,-3.0638,0.19618,73.751,1.0075,-32.347,32.089,-12.32,2.1362,-0.14075,70.744,5.4821,-33.141,29.958,-11.431,2.0236,-0.13682
75.123,-30.32,31.344,-22.274,9.0238,-1.7937,0.135,62.734,-1.1015,-1.6142,-1.8317,2.0199,-0.52661,0.041582,66.61,-6.6148,-20.486,26.637,-11.034,1.9077,-0.11912
68.774,-33.813,23.475,-3.4074,-1.2158,0.36088,-0.023895,66.632,-16.942,13.189,-5.9903,1.985,-0.40053,0.032719,60.816,13.006,-46.416,35.056,-10.707,1.4274,-0.068166
95.16,-74.712,94.567,-57.868,20.314,-3.7958,0.28163,87.752,-10.292,-13.195,20.574,-9.4674,1.8934,-0.14257,73.691,-22.343,12.714,5.6786,-3.6636,0.47902,-0.0087336
84.774,-37.106,28.152,-9.859,3.2486,-0.83958,0.082691,69.15,21.723,-59.938,48.87,-17.033,2.7921,-0.18033,73.434,-33.344,28.032,-8.1272,1.3055,-0.23006,0.023165
77.078,-23.148,25.913,-18.5,8.1374,-1.7699,0.14204,71.61,-30.513,43.647,-28.77,9.3528,-1.4471,0.084267,60.127,-17.289,37.995,-27.89,9.2551,-1.4398,0.085661
77.165,-33.3,36.75,-20.595,6.8511,-1.2323,0.088583,71.707,-8.1146,7.3232,-7.5533,4.6803,-1.2184,0.10801,74.47,-21.478,2.8501,12.196,-6.6074,1.2265,-0.076957
71.528,-16.088,14.12,-10.935,5.6229,-1.3493,0.11509,69.926,-5.6213,15.386,-19.503,9.164,-1.8187,0.13016,67.933,1.6991,-34.394,43.099,-19.701,3.7986,-0.26324
69.145,-45.074,65.472,-43.406,14.438,-2.3691,0.1526,63.252,-2.6191,-24.816,21.191,-5.7349,0.5066,-0.0013356,56.329,-19.659,16.502,-6.3319,2.3926,-0.64967,0.065456
66.502,-40.885,50.039,-32.494,12.529,-2.5086,0.19368,66.648,-29.76,32.366,-16.895,5.0813,-0.87458,0.063963,58.691,-10.699,-7.8816,16.292,-6.9402,1.103,-0.057404
62.565,-21.242,13.828,-4.0692,0.93222,-0.18681,0.016399,55.062,-1.3362,4.2164,-6.9879,3.8206,-0.82234,0.061299,57.555,0.36859,-4.2722,2.7363,-0.91463,0.14252,-0.0071501
61.777,-23.501,16.911,-5.4634,1.1199,-0.17326,0.013212,53.614,-1.1962,-10.765,11.654,-4.4277,0.71012,-0.041033,52.079,-10.029,17.716,-11.506,3.8286,-0.64862,0.043497
79.695,-51.511,54.265,-29.567,9.9456,-1.8643,0.14053,67.748,9.8065,-35.684,35.075,-15.25,3.0628,-0.23023,61.495,-13.504,14.867,-9.1048,4.2866,-1.0672,0.09554
