59.124,59.083,58.949,58.748,58.471,58.165,57.504,57.053,56.561,56.089,56.034,56.271,56.608,56.986,57.339,57.716,58.265,58.595,58.738,58.939,59.186,59.007,59.18,59.623,60.257,60.93,61.807,63.036,64.133,65.309,66.461,67.418,68.156,68.851,69.396,69.761,70.085,70.54,71.08,71.269,71.004,70.408,69.476,68.078,66.245,64.055,61.306,58.671,56.448,55.249,54.478,54.186,54.094,54.459,55.338,56.273,57.47,58.788,59.802,60.618,61.306,61.961,62.59,63.161,63.694,64.101,64.382,64.521,64.695,64.904,65.198,65.534,65.882,66.302,66.703,67.201,67.733,68.213,68.713,69.229,69.692,,,,,,,,,
61.741,61.701,61.454,61.137,60.083,59.001,57.634,56.776,56.804,57.144,57.529,58.089,58.923,59.783,60.866,62.209,63.458,64.351,65.138,65.712,66.217,66.529,66.748,66.776,66.673,66.534,66.403,66.256,66.035,65.862,65.835,65.573,65.062,64.342,63.373,62.361,60.794,58.732,56.361,54.516,53.338,52.877,52.66,52.729,53.05,53.883,54.804,55.644,56.388,57.235,57.723,57.96,58.12,58.29,58.673,59.242,60.035,60.841,61.867,63.167,64.212,65.31,66.353,67.325,68.234,68.956,69.689,70.241,70.834,,,,,,,,,,,,,,,,,,,,,
65.207,65.086,64.842,64.407,63.756,62.575,60.89,59.464,58.357,57.412,56.784,56.408,56.087,55.931,56.125,56.656,57.231,57.83,58.344,58.811,59.384,59.958,60.258,60.376,60.369,60.205,59.967,59.711,59.529,59.408,59.412,59.618,60.108,60.652,61.17,61.92,62.688,63.337,63.798,64.122,64.181,63.973,63.156,61.578,59.953,58.288,56.472,55.236,54.371,53.637,53.24,53.035,53.156,53.629,54.26,54.817,55.442,56.094,56.929,57.706,58.442,58.952,59.392,59.722,60.002,60.223,60.434,60.645,60.978,61.471,62.328,62.996,63.482,63.839,64.149,64.429,64.655,64.865,65.022,65.108,,,,,,,,,,
74.102,73.926,73.703,73.493,73.173,72.805,72.22,70.866,69.359,67.879,67.402,67.315,67.445,67.67,68.16,68.961,70.029,71.036,72.177,73.282,73.855,73.977,73.847,73.471,73.058,72.663,72.451,72.378,72.393,72.445,72.794,73.455,74.764,75.75,76.957,78.438,80.321,81.841,82.465,82.684,82.553,82.056,80.9,78.734,75.187,70.965,67.884,65.511,64.482,64.259,64.504,65.373,67.342,69.574,71.151,72.192,73.147,73.84,73.94,73.587,73.147,72.53,71.828,71.36,71.115,70.876,70.75,70.726,70.762,71.068,71.544,72.344,73.38,74.462,75.506,76.684,77.998,79.453,81.048,,,,,,,,,,,
73.49,73.481,72.756,70.578,67.909,64.738,61.291,58.548,57.253,56.565,56.311,56.513,57.114,57.99,59.156,60.665,62.113,63.604,64.887,66.488,67.474,68.501,69.329,69.852,70.029,70.046,69.922,69.712,69.459,69.049,68.607,68.076,67.582,66.927,66.304,65.585,64.512,62.857,60.872,58.966,57.924,57.453,57.366,57.411,57.703,58.384,59.404,60.482,61.374,62.118,62.818,63.403,63.875,64.376,64.796,65.203,65.54,65.902,66.301,66.762,67.303,67.799,68.181,68.471,68.627,68.682,,,,,,,,,,,,,,,,,,,,,,,,
63.259,63.259,63.016,62.279,60.835,58.434,55.596,53.457,52.152,51.284,50.708,50.267,50.15,50.354,51.259,52.233,53.274,54.232,55.204,56.304,57.334,58.395,59.482,60.196,60.434,60.316,60.041,59.659,59.237,58.794,58.438,58.371,58.45,58.602,59.007,59.512,59.894,60.264,60.522,60.643,60.42,59.783,58.718,57.534,56.576,55.234,54.001,53.202,52.701,52.691,52.913,53.369,53.988,54.601,55.182,55.853,56.544,56.769,56.831,56.868,56.89,56.944,57.031,57.108,57.219,57.376,57.584,57.761,57.924,58.116,58.32,58.562,58.822,59.106,59.467,59.89,60.422,61.019,,,,,,,,,,,,
65.752,65.475,64.922,64.087,63.264,62.467,61.741,61.059,60.633,60.428,60.51,60.72,61.091,61.51,61.959,62.402,62.856,63.417,64.019,64.556,65.004,65.514,65.947,66.458,66.946,67.401,67.89,68.347,68.956,69.393,69.779,70.109,70.425,70.699,70.942,71.017,70.855,70.588,69.996,69.135,68.15,66.955,65.573,64.174,62.843,61.715,61.006,60.756,60.866,61.197,61.715,62.373,63.055,63.823,64.657,65.661,66.594,67.346,68.152,68.796,69.463,69.953,70.338,70.708,70.856,,,,,,,,,,,,,,,,,,,,,,,,,
64.789,64.777,64.668,64.538,64.407,64.158,63.263,62.018,60.848,59.972,59.282,58.839,58.528,58.302,58.233,58.503,58.972,59.477,60.028,60.695,61.317,61.818,62.428,63.139,64.035,64.909,65.502,65.857,66.254,66.651,67.169,67.573,67.891,68.076,68.275,68.508,68.809,68.933,68.929,68.83,68.56,68.049,67.216,65.555,63.108,61.139,59.272,58.125,57.246,56.613,56.23,56.038,56.266,56.977,57.704,58.449,58.971,59.558,60.437,60.807,60.924,60.931,60.757,60.637,60.488,60.39,60.303,60.242,60.16,60.139,60.077,60.326,60.655,61.077,61.665,62.157,62.852,63.649,64.783,66.283,67.67,,,,,,,,,
66.477,66.338,65.965,65.317,64.538,63.623,62.968,62.062,61.439,60.641,59.992,59.455,59.042,58.718,58.416,58.161,57.898,57.686,57.588,57.614,57.76,58.19,58.602,58.998,59.349,59.625,59.827,59.894,59.845,59.865,59.905,59.94,60.019,60.224,60.361,60.377,60.336,60.115,59.743,59.136,58.3,57.44,56.248,55.153,54.167,53.735,53.795,54.103,54.556,55.136,55.897,56.686,57.467,58.276,59.362,60.616,61.648,62.291,62.649,62.822,62.877,62.869,62.823,62.71,62.361,61.937,61.607,61.51,61.555,61.703,61.941,62.267,62.695,63.42,64.321,65.207,66.294,,,,,,,,,,,,,
66.948,66.539,65.13,63.073,60.701,58.856,57.344,56.21,55.384,54.721,54.413,54.387,54.901,55.637,56.441,57.309,58.452,59.649,61.13,62.649,64.084,65.105,65.795,66.257,66.617,66.929,67.254,67.634,68.086,68.559,69.115,69.472,69.766,70.102,70.432,70.644,70.655,70.386,69.716,68.371,66.846,65.238,63.649,62.076,60.633,59.273,58.137,57.169,56.703,56.56,56.645,56.83,57.168,57.602,58.135,58.711,59.528,60.321,61.077,61.786,62.493,63.227,63.793,64.4,64.815,65.218,65.674,65.956,66.148,66.312,66.453,66.577,66.691,66.769,66.813,,,,,,,,,,,,,,,
