60.546,60.34,60.18,60.019,59.92,59.897,59.815,59.686,59.51,59.248,58.793,58.129,57.148,55.883,55.029,54.308,53.947,53.769,53.903,54.108,54.619,55.249,55.85,56.262,56.56,56.811,57.229,57.38,57.423,57.773,58.335,59.159,60.015,60.852,61.737,62.582,63.502,64.366,65.411,66.269,67.01,67.455,67.838,68.333,68.826,69.293,69.56,69.434,68.825,67.662,65.783,63.679,61.49,59.333,57.235,55.895,54.883,54.386,54.426,54.756,55.409,56.256,57.13,58.048,59.057,60.656,61.91,62.853,63.829,64.647,65.243,65.78,66.055,66.254,66.37,66.549,66.76,67.043,67.303,67.579,67.937,68.262,68.631,69.171,69.765,70.291,70.901,71.417,
60.715,60.7,60.695,60.593,60.183,59.786,58.716,57.292,55.502,54.615,54.308,54.405,54.709,55.196,55.906,56.725,57.753,58.935,60.231,60.959,61.771,62.275,62.763,63.157,63.345,63.417,63.374,63.263,63.178,63.143,63.138,63.161,63.247,63.652,63.808,63.557,63.19,62.635,61.636,60.412,58.262,55.802,53.472,52.346,51.775,51.678,51.788,52.226,53.306,54.34,55.235,56.023,56.947,57.393,57.593,57.846,58.221,58.843,59.675,60.468,61.206,62.184,63.266,64.292,65.228,66.36,67.285,67.946,68.579,69.013,69.43,69.797,,,,,,,,,,,,,,,,,
65.339,65.247,65.044,64.713,64.286,63.759,63.109,62.239,61.236,60.003,58.773,57.907,57.359,57.124,57.212,57.362,57.577,57.796,58.053,58.545,59.199,59.135,59.084,59.022,58.608,58.182,57.798,57.514,57.364,57.479,58.02,58.792,59.5,60.207,61.074,61.916,62.594,63.112,63.546,63.617,63.187,62.124,60.693,59.226,57.601,56.005,54.742,53.611,52.753,52.22,52.158,52.312,52.824,53.385,54.042,54.729,55.633,56.561,57.397,57.941,58.462,58.968,59.405,59.812,60.184,60.54,60.969,61.619,62.507,63.28,63.796,64.146,64.441,64.663,64.83,64.954,65.002,,,,,,,,,,,,
73.434,73.22,72.808,72.344,71.761,71.198,70.646,69.955,69.153,67.988,66.724,65.204,64.327,64.056,63.972,64.027,64.229,64.793,65.632,66.806,67.818,68.519,69.269,69.618,69.646,69.433,69.077,68.608,68.266,68.054,67.945,67.886,68.032,68.371,69.038,69.988,71.051,72.28,73.835,75.386,76.525,77.461,77.923,78.06,77.853,77.225,75.88,73.16,69.664,66.994,65.213,64.262,63.975,64.205,64.955,66.568,69.034,71.016,72.12,73.399,74.339,74.716,74.607,74.075,73.489,72.679,72.082,71.671,71.457,71.33,71.219,71.067,70.929,70.788,70.853,71.254,71.787,72.542,73.305,74.145,75.163,76.323,77.963,79.714,,,,,
75.263,75.2,74.919,74.197,72.44,69.485,65.958,63.001,61.064,59.922,59.283,59.075,59.234,59.703,60.332,61.44,62.693,63.639,64.452,65.278,65.988,66.559,66.912,67.084,67.098,66.998,66.872,66.726,66.503,66.237,65.895,65.514,65.066,64.546,64.053,63.479,62.639,61.522,60.197,58.494,56.701,55.423,54.823,54.721,54.741,54.88,55.302,55.997,57.018,57.917,59.004,59.953,60.802,61.312,61.81,62.259,62.671,63.112,63.473,63.822,64.202,64.532,64.977,65.417,65.876,66.32,66.677,66.879,67.029,67.056,,,,,,,,,,,,,,,,,,,
62.207,61.856,61.311,60.281,58.722,56.46,54.343,51.821,50.374,49.481,49.024,48.845,48.949,49.352,50.072,51.113,52.353,53.7,55.097,56.303,57.211,58.131,58.761,59.227,59.474,59.383,59.044,58.606,58.121,57.831,57.593,57.573,57.61,57.66,57.714,58.105,58.713,59.015,59.073,58.957,58.585,58.1,57.043,55.479,53.43,51.864,50.852,50.339,50.14,50.234,50.494,50.961,51.761,52.93,53.773,54.429,55.028,55.486,55.662,55.736,55.78,55.865,56.063,56.359,56.622,56.854,57.116,57.345,57.549,57.546,57.59,57.672,57.799,57.929,58.066,58.199,58.357,58.536,58.748,59.044,,,,,,,,,
64.932,64.929,64.666,64.011,62.761,61.436,60.319,59.589,58.857,58.299,57.861,57.439,57.369,57.689,58.346,58.968,59.842,60.621,61.582,62.69,63.888,64.859,65.437,65.743,65.944,66.095,66.094,65.973,65.725,65.568,65.592,65.715,65.856,65.969,66.127,66.299,66.588,66.92,67.272,67.413,67.464,67.452,67.389,67.262,66.901,66.389,65.492,64.694,63.9,63.649,63.66,63.764,63.991,64.329,64.727,65.418,66.386,67.452,68.318,69.033,69.506,69.958,70.234,70.474,70.507,,,,,,,,,,,,,,,,,,,,,,,,
64.486,64.431,63.915,62.992,61.116,59.107,57.968,56.972,56.199,55.68,55.339,55.214,55.363,55.694,56.197,56.71,57.306,57.763,58.281,59.088,59.861,60.794,61.72,62.376,62.829,63.265,63.664,64.012,64.335,64.583,64.838,65.063,65.278,65.947,66.387,66.619,66.787,66.744,66.532,66.05,65.175,63.735,61.687,60.386,59.237,58.536,58.014,57.904,57.977,58.31,59.263,60.377,61.123,61.707,62.349,62.93,63.157,63.155,62.996,62.816,62.608,62.527,62.528,62.596,62.664,62.699,62.734,62.636,62.606,62.753,63.024,63.307,63.7,64.121,64.603,65.17,65.96,66.754,,,,,,,,,,,
65.65,65.521,65.306,64.92,64.308,63.174,61.826,60.469,59.374,58.524,58.051,57.586,57.246,56.847,56.62,56.464,56.286,56.115,55.936,55.828,55.584,55.21,54.966,54.849,55.046,55.393,55.741,56.088,56.384,56.612,56.724,56.708,56.63,56.59,56.68,56.767,56.884,57.158,57.483,57.701,57.884,58.053,58.196,58.192,58.011,57.424,56.531,55.545,54.855,54.653,54.775,55.329,56.043,56.857,57.759,58.683,59.557,60.451,61.482,62.649,63.71,64.345,64.732,64.866,64.867,64.782,64.635,64.411,64.058,63.372,62.546,61.95,61.678,61.579,61.621,61.785,62.061,62.568,63.193,64.177,65.196,66.251,,,,,,,
65.848,65.788,65.291,63.991,61.149,58.696,56.433,55.01,53.913,53.036,52.442,52.257,52.701,53.492,54.427,55.47,56.709,58.363,59.662,61.123,62.515,63.675,64.358,64.903,65.27,65.593,65.918,66.298,66.844,67.453,68.13,68.488,68.824,69.177,69.403,69.444,69.243,68.766,67.901,66.234,64.076,61.726,60.082,58.411,57.332,56.417,55.752,55.212,55.006,55.048,55.238,55.466,55.752,56.173,56.674,57.292,57.942,58.768,59.517,60.282,60.939,61.69,62.202,62.635,63.029,63.511,63.914,64.195,64.342,64.414,64.438,,,,,,,,,,,,,,,,,,
