14052,14148,14240,14336,14416,14500,14580,14692,14804,14913,14996,15088,15168,15249,15332,15424,15524,15636,15744,15844,15940,16036,16133,16212,16292,16404,16516,16625,16709,16800,16880,16960,17041,17136,17220,17332,17444,17536,17620,17700,17780,17860,17940,18032,18144,18257,18356,18449,18529,18624,18704,18784,18885,18976,19092,19188,19281,19360,19440,19520,19601,19696,19796,19904,20005,20096,20180,20260,20340,20420,20512,20612,,,,,,,,,,,,,,,
13268,13377,13461,13568,13664,13776,13904,14004,14116,14228,14308,14416,14500,14624,14755,14869,14960,15060,15168,15264,15364,15476,15604,15728,15840,15940,16032,16132,16244,16372,16484,16596,16688,16789,16896,16981,17072,17172,17296,17408,17508,17616,17712,17812,17924,18052,18165,18276,18388,18480,18577,18673,18772,18897,19028,19136,19236,19332,19444,19536,19636,19745,19876,20000,20101,20192,20272,20368,20452,20576,20689,20788,,,,,,,,,,,,,,,
13236,13348,13460,13571,13664,13761,13840,13924,14016,14128,14228,14321,14432,14532,14611,14691,14768,14848,14928,15028,15140,15252,15344,15440,15524,15604,15684,15779,15875,15988,16100,16192,16275,16355,16432,16512,16592,16676,16788,16900,16992,17088,17156,17236,17315,17396,17488,17588,17700,17812,17904,17984,18064,18148,18228,18308,18400,18512,18624,18721,18804,18884,18964,19044,19139,19232,19331,19440,19541,19632,19712,19792,19872,19952,20036,20148,20260,20352,20452,20532,20612,,,,,,
14036,14128,14208,14304,14384,14464,14547,14660,14771,14864,14963,15044,15140,15219,15299,15392,15491,15603,15696,15792,15873,15952,16032,16112,16192,16292,16403,16512,16596,16688,16768,16848,16928,17024,17107,17220,17332,17424,17508,17588,17668,17748,17828,17920,18032,18144,18244,18336,18416,18500,18580,18660,18752,18852,18964,19072,19157,19236,19316,19408,19488,19584,19683,19792,19892,19984,20068,20160,20240,20320,20420,20512,20624,,,,,,,,,,,,,,
13728,13859,13971,14079,14179,14272,14368,14467,14563,14688,14819,14928,15011,15104,15200,15283,15395,15520,15648,15747,15843,15939,16035,16147,16243,16368,16499,16608,16691,16784,16880,16963,17075,17200,17328,17427,17523,17620,17715,17808,17919,18036,18159,18272,18371,18479,18576,18676,18787,18915,19027,19139,19232,19328,19424,19526,19635,19760,19888,19984,20079,20163,20256,20368,20479,20596,20708,,,,,,,,,,,,,,,,,,,,
13540,13652,13744,13844,13920,13987,14067,14160,14259,14352,14464,14576,14672,14755,14836,14915,14997,15092,15184,15299,15395,15491,15584,15664,15744,15824,15907,16000,16112,16224,16324,16400,16467,16547,16627,16710,16800,16912,17024,17120,17203,17284,17380,17472,17552,17667,17780,17872,17955,18048,18128,18224,18307,18400,18500,18592,18704,18784,18880,18964,19040,19120,19200,19312,19424,19524,19616,19712,19776,19872,19956,20048,20147,20244,20340,20432,20516,20608,20676,,,,,,,,
13632,13712,13795,13891,13988,14080,14180,14288,14371,14464,14560,14643,14755,14848,14948,15060,15168,15251,15331,15411,15491,15600,15683,15776,15876,15987,16080,16179,16271,16352,16435,16515,16608,16720,16831,16928,17024,17120,17200,17280,17363,17456,17568,17668,17760,17843,17923,18016,18096,18196,18288,18400,18512,18608,18692,18771,18852,18944,19040,19123,19235,19331,19427,19520,19600,19680,19764,19856,19968,20080,20192,20288,20372,20452,20531,20611,20707,20800,20899,,,,,,,,
13780,13859,13955,14048,14116,14195,14307,14419,14512,14608,14692,14784,14852,14948,15040,15120,15235,15348,15440,15519,15600,15680,15744,15840,15920,16020,16128,16212,16304,16384,16480,16560,16643,16736,16848,16947,17060,17139,17232,17315,17395,17472,17552,17648,17760,17872,17968,18051,18144,18240,18323,18403,18499,18595,18692,18800,18880,18964,19044,19123,19203,19316,19408,19520,19632,19731,19824,19904,19987,20067,20147,20260,20372,20464,20560,,,,,,,,,,,,
14129,14241,14349,14432,14513,14592,14673,14752,14849,14941,15040,15149,15232,15325,15421,15501,15585,15677,15776,15889,16001,16093,16189,16269,16349,16432,16529,16621,16720,16829,16913,17005,17085,17165,17245,17341,17424,17537,17648,17741,17853,17933,18033,18125,18221,18304,18417,18512,18608,18701,18784,18865,18957,19069,19169,19280,19392,19488,19581,19661,19744,19838,19936,20029,20141,20240,20333,20413,20481,20576,20669,20769,20861,20977,,,,,,,,,,,,,
13901,13985,14061,14145,14256,14368,14461,14561,14641,14737,14817,14909,15009,15101,15217,15313,15405,15485,15581,15665,15745,15837,15949,16061,16161,16253,16333,16417,16509,16589,16689,16769,16881,16989,17073,17165,17266,17357,17437,17537,17649,17761,17853,17949,18029,18109,18189,18269,18368,18461,18576,18673,18765,18845,18926,19021,19101,19185,19297,19409,19501,19601,19693,19773,19857,19949,20049,20161,20269,20369,20461,20541,20621,20701,20797,20896,,,,,,,,,,,
