69.235,69.192,68.96,68.575,67.785,66.613,64.289,60.468,57.495,55.613,54.964,55.046,55.438,55.88,56.934,58.715,60.804,62.58,63.66,64.818,66.074,66.706,66.897,66.736,66.147,64.914,63.433,62.374,61.438,61.045,60.792,60.695,60.833,61.113,61.518,62.331,63.636,64.809,65.471,65.789,65.874,65.739,65.437,64.534,62.587,60.391,58.189,56.812,55.771,55.426,55.57,55.961,56.632,58.134,59.505,60.274,60.908,61.572,62.171,62.296,62.119,61.696,61.093,60.658,60.332,60.159,60.158,60.261,60.398,60.518,60.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.149,70.092,70.031,69.942,69.616,68.92,68.075,66.528,64.686,62.593,60.414,58.767,56.964,55.623,54.962,54.735,54.832,55.291,56.057,56.988,58.244,59.774,61.274,62.73,63.898,65.126,66.094,67.032,67.86,68.799,69.42,69.711,69.9,69.969,69.977,69.935,69.731,69.354,68.537,67.361,65.914,64.308,62.263,60.117,58.145,56.408,55.493,55.261,55.516,55.963,56.829,57.874,58.992,60.424,61.714,63.331,64.687,65.25,65.521,65.477,65.091,64.418,63.713,62.72,61.893,61.22,60.888,60.641,60.419,60.524,60.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.913,66.9,66.782,66.536,66.202,65.786,65.33,64.87,64.325,63.726,63.095,62.372,61.325,60.022,58.758,57.964,57.301,56.881,56.605,56.368,56.248,56.31,56.58,57.042,57.589,58.196,58.792,59.477,60.215,61.061,62.043,63.374,64.948,66.218,67.493,68.519,69.262,69.861,70.176,70.421,70.556,70.462,70.142,69.592,68.997,68.327,67.532,66.629,65.387,63.531,60.744,58.09,55.31,53.937,53.105,52.707,52.606,52.805,53.533,55.012,56.595,57.78,59.004,60.008,61.346,62.562,63.759,64.57,65.079,65.255,65.25,65.196,65.163,65.129,65.078,64.99,64.928,64.922,64.901,64.952,65.098,65.233,65.295,65.327,65.339,,,,,,,,,,,,,,,,,
78.28,78.138,77.058,74.946,73.258,70.763,68.424,66.453,65.345,64.643,64.341,64.329,64.672,65.033,65.304,65.761,66.053,66.147,66.243,66.527,66.932,67.488,68.223,69.52,70.82,72.65,74.078,75.514,76.25,76.665,77.045,77.305,77.387,77.259,76.809,76.081,75.174,74.111,72.779,71.417,69.426,66.718,64.122,61.764,60.112,59.618,59.644,59.695,60.302,61.535,63.273,64.658,66.256,68.015,69.599,70.25,70.401,70.359,70.211,70.067,70.076,70.363,71.086,71.909,72.779,73.341,73.462,73.441,73.416,73.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.858,75.818,75.504,74.875,73.96,72.911,71.822,70.528,69.083,67.494,65.838,63.895,62.186,60.955,60.247,59.673,59.326,59.125,59.175,59.388,59.827,60.555,61.313,61.901,62.447,63.105,63.727,64.243,64.719,65.199,65.638,66.023,66.28,66.446,66.558,66.704,66.794,66.754,66.6,66.366,65.915,64.792,63.418,61.997,60.397,58.825,57.525,56.341,55.397,54.966,54.851,54.922,55.22,55.674,56.248,56.885,57.66,58.546,59.793,60.654,61.374,61.902,62.361,62.79,63.279,63.694,64.261,64.884,65.647,66.378,67.1,68.165,69.2,70.475,71.506,72.454,73.529,74.436,75.04,75.237,75.263,,,,,,,,,,,,,,,,,,,,,
60.105,60.105,59.94,59.518,58.796,58.078,56.971,55.935,54.783,53.619,52.609,51.611,50.891,50.262,49.872,49.656,49.592,49.674,49.815,50.057,50.449,51.021,51.545,52.099,52.678,53.264,53.881,54.525,55.124,55.715,56.261,56.804,57.184,57.514,57.713,57.849,57.922,57.978,58.015,58.024,57.942,57.654,57.199,56.567,55.758,54.596,53.241,51.641,50.316,49.388,49.099,49.069,49.24,49.409,49.897,50.513,51.266,51.829,52.581,53.312,53.555,53.622,53.595,53.534,53.497,53.5,53.646,53.982,54.654,55.441,56.263,57.011,57.693,58.397,59.084,59.96,61.028,61.92,62.203,62.207,,,,,,,,,,,,,,,,,,,,,,
62.08,62.008,61.889,61.743,61.687,61.557,61.384,60.826,59.99,58.949,58.242,57.751,57.365,57.075,56.807,56.57,56.419,56.4,56.417,56.464,56.577,56.636,56.607,56.572,56.599,56.725,56.992,57.423,57.908,58.313,58.657,58.948,59.187,59.42,59.659,59.826,59.979,59.985,59.942,59.938,59.933,59.919,59.868,59.746,59.464,58.837,58.18,57.7,57.427,57.286,57.238,57.309,57.504,57.862,58.457,59.358,60.036,60.561,61.151,61.594,61.786,61.822,61.641,61.282,60.723,60.227,59.823,59.505,59.393,59.493,59.742,60.286,60.802,61.502,62.285,63.035,63.729,64.416,64.733,64.932,,,,,,,,,,,,,,,,,,,,,,
66.043,65.801,65.344,65.017,64.6,64.105,63.762,63.541,63.463,63.303,63.153,62.882,62.32,61.71,60.836,59.652,58.193,57.38,57.042,57.085,57.216,57.507,57.939,58.636,59.266,59.859,60.445,61.001,61.261,61.389,61.519,61.656,61.872,62.179,62.648,63.149,63.896,64.687,65.592,66.355,66.984,67.494,67.803,68.163,68.398,68.326,67.974,67.498,66.849,65.713,64.636,63.331,61.9,60.487,59.517,58.961,58.688,58.466,58.332,58.29,58.46,58.842,59.29,59.662,60.098,60.459,60.689,60.951,61.293,61.749,62.343,63.08,63.668,63.966,64.086,64.055,63.867,63.696,63.568,63.38,63.404,63.963,64.184,64.259,64.392,64.486,,,,,,,,,,,,,,,,
55.727,55.586,54.979,54.339,53.955,53.715,53.595,53.46,53.368,53.385,53.515,53.765,54.013,54.334,54.671,54.888,55.193,55.596,56.192,57.048,58.091,58.976,59.544,59.789,59.876,59.808,59.577,59.441,59.35,59.085,59.091,59.392,59.421,59.471,59.494,59.499,59.67,59.491,58.867,57.34,55.799,54.942,54.302,53.975,53.871,53.885,54.064,54.649,55.364,56.07,56.668,57.351,58.266,58.988,59.693,60.541,61.332,61.951,62.588,63.07,63.522,63.902,64.221,64.506,64.682,64.891,65.093,65.33,65.515,65.634,65.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.793,67.723,67.336,66.313,65.015,63.411,61.631,60.618,60.167,59.946,59.958,60.157,60.535,61.183,62.057,62.836,63.482,64.044,64.324,64.478,64.606,64.706,64.871,65.182,65.721,66.218,66.604,66.847,66.91,66.701,66.435,66.108,65.671,64.986,64.292,63.665,63.109,62.534,61.967,61.386,60.616,59.766,58.655,57.549,56.879,56.495,56.265,56.08,55.958,55.984,56.078,56.086,55.964,55.843,55.855,55.738,55.367,55.096,54.947,55.144,55.585,56.356,57.317,58.429,59.237,59.888,60.3,60.684,60.994,61.324,61.861,62.343,63.158,64.281,64.969,65.33,65.639,65.848,,,,,,,,,,,,,,,,,,,,,,,,
