77.515,74.243,70.828,67.647,64.598,62.116,60.489,59.166,58.522,57.874,57.678,57.886,58.575,59.513,60.91,61.954,62.873,63.796,64.757,65.787,67.088,68.343,69.57,70.429,70.768,70.925,70.979,71.125,71.4,71.728,72.071,72.772,73.832,74.258,74.31,74.226,74.02,73.25,71.877,69.553,66.476,62.788,60.222,58.81,58.013,57.569,57.53,57.799,58.607,59.892,61.348,62.959,64.183,65.706,67.119,68.178,69.139,69.846,70.129,70.02,69.482,68.936,68.4,68.244,68.123,68.098,67.992,68.049,68.519,69.066,69.235,69.192,68.96,68.575,67.785,66.613,64.289,60.468,57.495,55.613,54.964,55.046,55.438,55.88,56.934,58.715,60.804,62.58,63.66,64.818,66.074,66.706,66.897,66.736,66.147,64.914,63.433,62.374,61.438,61.045,60.792,60.695,60.833,61.113,61.518,62.331,63.636,64.809,65.471,65.789,65.874,65.739,65.437,64.534,62.587,60.391,58.189,56.812,55.771,55.426,55.57,55.961,56.632,58.134,59.505,60.274,60.908,61.572,62.171,62.296,62.119,61.696,61.093,60.658,60.332,60.159,60.158,60.261,60.398,60.518,60.546,60.34,60.18,60.019,59.92,59.897,59.815,59.686,59.51,59.248,58.793,58.129,57.148,55.883,55.029,54.308,53.947,53.769,53.903,54.108,54.619,55.249,55.85,56.262,56.56,56.811,57.229,57.38,57.423,57.773,58.335,59.159,60.015,60.852,61.737,62.582,63.502,64.366,65.411,66.269,67.01,67.455,67.838,68.333,68.826,69.293,69.56,69.434,68.825,67.662,65.783,63.679,61.49,59.333,57.235,55.895,54.883,54.386,54.426,54.756,55.409,56.256,57.13,58.048,59.057,60.656,61.91,62.853,63.829,64.647,65.243,65.78,66.055,66.254,66.37,66.549,66.76,67.043,67.303,67.579,67.937,68.262,68.631,69.171,69.765,70.291,70.901,71.417,,,
73.379,70.486,68.13,66.493,65.191,63.991,62.911,62.227,61.639,61.316,61.286,61.579,62.182,63.03,64.088,65.136,66.046,66.827,67.167,67.167,67.014,66.789,66.52,66.482,66.449,66.944,67.359,67.638,67.963,68.359,68.784,69.245,69.674,70.033,69.901,69.384,68.607,67.658,66.845,66.109,65.686,65.521,65.46,65.481,65.602,65.79,66.175,66.802,67.346,67.793,68.081,68.332,68.617,68.978,69.385,69.777,70.022,70.11,70.149,70.092,70.031,69.942,69.616,68.92,68.075,66.528,64.686,62.593,60.414,58.767,56.964,55.623,54.962,54.735,54.832,55.291,56.057,56.988,58.244,59.774,61.274,62.73,63.898,65.126,66.094,67.032,67.86,68.799,69.42,69.711,69.9,69.969,69.977,69.935,69.731,69.354,68.537,67.361,65.914,64.308,62.263,60.117,58.145,56.408,55.493,55.261,55.516,55.963,56.829,57.874,58.992,60.424,61.714,63.331,64.687,65.25,65.521,65.477,65.091,64.418,63.713,62.72,61.893,61.22,60.888,60.641,60.419,60.524,60.715,60.7,60.695,60.593,60.183,59.786,58.716,57.292,55.502,54.615,54.308,54.405,54.709,55.196,55.906,56.725,57.753,58.935,60.231,60.959,61.771,62.275,62.763,63.157,63.345,63.417,63.374,63.263,63.178,63.143,63.138,63.161,63.247,63.652,63.808,63.557,63.19,62.635,61.636,60.412,58.262,55.802,53.472,52.346,51.775,51.678,51.788,52.226,53.306,54.34,55.235,56.023,56.947,57.393,57.593,57.846,58.221,58.843,59.675,60.468,61.206,62.184,63.266,64.292,65.228,66.36,67.285,67.946,68.579,69.013,69.43,69.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.35,69.208,68.12,67.12,66.008,64.941,64.054,63.451,62.955,62.629,62.385,62.22,62.135,62.162,62.371,62.79,63.2,63.674,63.958,64.252,64.497,64.665,65.061,65.55,66.128,66.741,67.334,67.827,68.083,68.261,68.388,68.535,68.571,68.465,68.135,67.651,67.142,66.543,65.613,64.319,62.749,60.685,58.196,56.612,55.986,55.741,55.66,55.832,56.23,57.036,57.888,58.623,59.356,60.186,60.766,61.096,61.436,61.859,62.371,63.028,63.951,64.902,65.599,66.216,66.588,66.818,66.913,66.9,66.782,66.536,66.202,65.786,65.33,64.87,64.325,63.726,63.095,62.372,61.325,60.022,58.758,57.964,57.301,56.881,56.605,56.368,56.248,56.31,56.58,57.042,57.589,58.196,58.792,59.477,60.215,61.061,62.043,63.374,64.948,66.218,67.493,68.519,69.262,69.861,70.176,70.421,70.556,70.462,70.142,69.592,68.997,68.327,67.532,66.629,65.387,63.531,60.744,58.09,55.31,53.937,53.105,52.707,52.606,52.805,53.533,55.012,56.595,57.78,59.004,60.008,61.346,62.562,63.759,64.57,65.079,65.255,65.25,65.196,65.163,65.129,65.078,64.99,64.928,64.922,64.901,64.952,65.098,65.233,65.295,65.327,65.339,65.247,65.044,64.713,64.286,63.759,63.109,62.239,61.236,60.003,58.773,57.907,57.359,57.124,57.212,57.362,57.577,57.796,58.053,58.545,59.199,59.135,59.084,59.022,58.608,58.182,57.798,57.514,57.364,57.479,58.02,58.792,59.5,60.207,61.074,61.916,62.594,63.112,63.546,63.617,63.187,62.124,60.693,59.226,57.601,56.005,54.742,53.611,52.753,52.22,52.158,52.312,52.824,53.385,54.042,54.729,55.633,56.561,57.397,57.941,58.462,58.968,59.405,59.812,60.184,60.54,60.969,61.619,62.507,63.28,63.796,64.146,64.441,64.663,64.83,64.954,65.002,,,,
81.845,77.611,74.422,71.257,68.625,66.456,64.595,62.952,61.257,59.716,58.33,57.475,56.921,56.737,56.752,56.965,57.308,57.976,58.842,60.287,61.763,63.627,65.326,66.791,67.786,68.431,68.909,69.099,69.342,69.523,69.675,69.954,70.342,70.66,70.889,71.066,71.308,71.043,70.35,68.811,66.879,65.047,63.02,61.398,60,59.154,58.648,58.539,58.822,59.346,60.099,61.132,62.273,63.976,65.814,67.808,69.663,71.014,72.27,73.545,74.714,75.693,76.45,76.667,76.441,75.697,75.021,74.42,74.029,73.86,73.916,74.655,75.589,76.631,77.544,78.055,78.28,78.138,77.058,74.946,73.258,70.763,68.424,66.453,65.345,64.643,64.341,64.329,64.672,65.033,65.304,65.761,66.053,66.147,66.243,66.527,66.932,67.488,68.223,69.52,70.82,72.65,74.078,75.514,76.25,76.665,77.045,77.305,77.387,77.259,76.809,76.081,75.174,74.111,72.779,71.417,69.426,66.718,64.122,61.764,60.112,59.618,59.644,59.695,60.302,61.535,63.273,64.658,66.256,68.015,69.599,70.25,70.401,70.359,70.211,70.067,70.076,70.363,71.086,71.909,72.779,73.341,73.462,73.441,73.416,73.434,73.22,72.808,72.344,71.761,71.198,70.646,69.955,69.153,67.988,66.724,65.204,64.327,64.056,63.972,64.027,64.229,64.793,65.632,66.806,67.818,68.519,69.269,69.618,69.646,69.433,69.077,68.608,68.266,68.054,67.945,67.886,68.032,68.371,69.038,69.988,71.051,72.28,73.835,75.386,76.525,77.461,77.923,78.06,77.853,77.225,75.88,73.16,69.664,66.994,65.213,64.262,63.975,64.205,64.955,66.568,69.034,71.016,72.12,73.399,74.339,74.716,74.607,74.075,73.489,72.679,72.082,71.671,71.457,71.33,71.219,71.067,70.929,70.788,70.853,71.254,71.787,72.542,73.305,74.145,75.163,76.323,77.963,79.714,,
75.248,70.843,66.429,63.121,60.331,58.182,56.411,54.933,53.585,52.601,52.107,52.342,53.022,53.784,54.704,55.685,56.683,57.645,58.547,59.085,59.263,59.229,59.097,59.014,59.101,59.438,60.091,61.262,62.367,63.644,64.821,66.178,67.264,67.908,68.193,68.194,67.909,67.116,65.48,63.026,60.72,59.161,57.912,57.014,56.399,56.051,55.936,56.162,57.095,58.118,59.168,59.99,60.959,62.106,63.123,64.232,65.049,65.801,66.33,66.85,67.36,67.958,68.643,69.382,70.376,71.487,72.656,73.555,74.356,74.994,75.404,75.681,75.858,75.818,75.504,74.875,73.96,72.911,71.822,70.528,69.083,67.494,65.838,63.895,62.186,60.955,60.247,59.673,59.326,59.125,59.175,59.388,59.827,60.555,61.313,61.901,62.447,63.105,63.727,64.243,64.719,65.199,65.638,66.023,66.28,66.446,66.558,66.704,66.794,66.754,66.6,66.366,65.915,64.792,63.418,61.997,60.397,58.825,57.525,56.341,55.397,54.966,54.851,54.922,55.22,55.674,56.248,56.885,57.66,58.546,59.793,60.654,61.374,61.902,62.361,62.79,63.279,63.694,64.261,64.884,65.647,66.378,67.1,68.165,69.2,70.475,71.506,72.454,73.529,74.436,75.04,75.237,75.263,75.2,74.919,74.197,72.44,69.485,65.958,63.001,61.064,59.922,59.283,59.075,59.234,59.703,60.332,61.44,62.693,63.639,64.452,65.278,65.988,66.559,66.912,67.084,67.098,66.998,66.872,66.726,66.503,66.237,65.895,65.514,65.066,64.546,64.053,63.479,62.639,61.522,60.197,58.494,56.701,55.423,54.823,54.721,54.741,54.88,55.302,55.997,57.018,57.917,59.004,59.953,60.802,61.312,61.81,62.259,62.671,63.112,63.473,63.822,64.202,64.532,64.977,65.417,65.876,66.32,66.677,66.879,67.029,67.056,,,,,,,,,
72.872,69.207,66.513,64.391,62.655,61.378,59.99,58.828,57.729,56.933,56.475,56.456,56.761,57.251,57.94,58.629,59.428,60.364,61.146,61.842,62.285,62.515,62.654,62.766,62.847,62.943,63.158,63.48,63.792,63.947,64.128,64.44,64.756,64.889,64.919,64.704,64.338,63.38,61.828,60.31,58.445,57.17,55.665,54.349,53.021,51.886,51.192,50.623,50.299,50.268,50.385,50.549,50.796,51.228,51.955,52.639,53.241,53.741,54.217,54.627,55.05,55.537,56.008,56.634,57.346,58.153,58.695,59.125,59.486,59.782,59.983,60.105,60.105,59.94,59.518,58.796,58.078,56.971,55.935,54.783,53.619,52.609,51.611,50.891,50.262,49.872,49.656,49.592,49.674,49.815,50.057,50.449,51.021,51.545,52.099,52.678,53.264,53.881,54.525,55.124,55.715,56.261,56.804,57.184,57.514,57.713,57.849,57.922,57.978,58.015,58.024,57.942,57.654,57.199,56.567,55.758,54.596,53.241,51.641,50.316,49.388,49.099,49.069,49.24,49.409,49.897,50.513,51.266,51.829,52.581,53.312,53.555,53.622,53.595,53.534,53.497,53.5,53.646,53.982,54.654,55.441,56.263,57.011,57.693,58.397,59.084,59.96,61.028,61.92,62.203,62.207,61.856,61.311,60.281,58.722,56.46,54.343,51.821,50.374,49.481,49.024,48.845,48.949,49.352,50.072,51.113,52.353,53.7,55.097,56.303,57.211,58.131,58.761,59.227,59.474,59.383,59.044,58.606,58.121,57.831,57.593,57.573,57.61,57.66,57.714,58.105,58.713,59.015,59.073,58.957,58.585,58.1,57.043,55.479,53.43,51.864,50.852,50.339,50.14,50.234,50.494,50.961,51.761,52.93,53.773,54.429,55.028,55.486,55.662,55.736,55.78,55.865,56.063,56.359,56.622,56.854,57.116,57.345,57.549,57.546,57.59,57.672,57.799,57.929,58.066,58.199,58.357,58.536,58.748,59.044,
67.887,66.284,64.823,63.26,62.074,60.72,59.781,58.957,58.417,58.129,57.98,58.007,58.335,58.955,59.624,60.393,60.85,61.036,61.083,61.033,60.946,60.771,60.574,60.292,60.117,60.072,60.216,60.454,60.788,61.113,61.532,62.028,62.971,63.858,64.519,64.862,64.921,64.671,64.219,63.46,62.194,60.512,59.13,58.356,57.972,57.683,57.422,57.261,57.302,57.574,58.06,58.581,59.094,59.543,59.777,59.924,60.032,60.174,60.382,60.84,61.357,61.678,61.848,61.941,61.98,61.886,61.802,61.787,61.841,62.014,62.08,62.008,61.889,61.743,61.687,61.557,61.384,60.826,59.99,58.949,58.242,57.751,57.365,57.075,56.807,56.57,56.419,56.4,56.417,56.464,56.577,56.636,56.607,56.572,56.599,56.725,56.992,57.423,57.908,58.313,58.657,58.948,59.187,59.42,59.659,59.826,59.979,59.985,59.942,59.938,59.933,59.919,59.868,59.746,59.464,58.837,58.18,57.7,57.427,57.286,57.238,57.309,57.504,57.862,58.457,59.358,60.036,60.561,61.151,61.594,61.786,61.822,61.641,61.282,60.723,60.227,59.823,59.505,59.393,59.493,59.742,60.286,60.802,61.502,62.285,63.035,63.729,64.416,64.733,64.932,64.929,64.666,64.011,62.761,61.436,60.319,59.589,58.857,58.299,57.861,57.439,57.369,57.689,58.346,58.968,59.842,60.621,61.582,62.69,63.888,64.859,65.437,65.743,65.944,66.095,66.094,65.973,65.725,65.568,65.592,65.715,65.856,65.969,66.127,66.299,66.588,66.92,67.272,67.413,67.464,67.452,67.389,67.262,66.901,66.389,65.492,64.694,63.9,63.649,63.66,63.764,63.991,64.329,64.727,65.418,66.386,67.452,68.318,69.033,69.506,69.958,70.234,70.474,70.507,,,,,,,,,,,,,,,,,
76.465,73.757,71.26,69.411,68.062,66.332,65.049,63.673,62.72,62.009,61.75,61.951,62.329,62.718,63.182,63.693,64.369,65.015,65.702,66.164,66.517,66.787,67.063,67.4,67.728,68.019,68.221,68.255,68.155,68.185,68.302,68.501,68.79,69.052,69.252,69.291,69.237,69.181,69.057,68.526,67.588,66.567,65.379,64.264,63.304,62.77,62.347,62.24,62.288,62.353,62.353,62.348,62.422,62.698,62.489,62.279,62.309,62.538,62.953,63.471,64.122,64.743,65.352,65.827,66.043,65.801,65.344,65.017,64.6,64.105,63.762,63.541,63.463,63.303,63.153,62.882,62.32,61.71,60.836,59.652,58.193,57.38,57.042,57.085,57.216,57.507,57.939,58.636,59.266,59.859,60.445,61.001,61.261,61.389,61.519,61.656,61.872,62.179,62.648,63.149,63.896,64.687,65.592,66.355,66.984,67.494,67.803,68.163,68.398,68.326,67.974,67.498,66.849,65.713,64.636,63.331,61.9,60.487,59.517,58.961,58.688,58.466,58.332,58.29,58.46,58.842,59.29,59.662,60.098,60.459,60.689,60.951,61.293,61.749,62.343,63.08,63.668,63.966,64.086,64.055,63.867,63.696,63.568,63.38,63.404,63.963,64.184,64.259,64.392,64.486,64.431,63.915,62.992,61.116,59.107,57.968,56.972,56.199,55.68,55.339,55.214,55.363,55.694,56.197,56.71,57.306,57.763,58.281,59.088,59.861,60.794,61.72,62.376,62.829,63.265,63.664,64.012,64.335,64.583,64.838,65.063,65.278,65.947,66.387,66.619,66.787,66.744,66.532,66.05,65.175,63.735,61.687,60.386,59.237,58.536,58.014,57.904,57.977,58.31,59.263,60.377,61.123,61.707,62.349,62.93,63.157,63.155,62.996,62.816,62.608,62.527,62.528,62.596,62.664,62.699,62.734,62.636,62.606,62.753,63.024,63.307,63.7,64.121,64.603,65.17,65.96,66.754,,,,
75.152,72.277,69.657,67.291,65.503,63.597,61.341,59.827,58.426,57.587,57.137,56.966,57.18,57.957,58.907,60.338,61.727,63.098,63.829,64.346,64.607,64.564,64.292,63.728,62.735,61.616,60.777,60.307,60.271,60.372,60.514,60.861,61.547,62.714,63.745,64.168,64.414,64.59,64.634,64.133,63.088,61.726,59.544,57.187,55.491,54.605,53.866,53.357,52.953,52.676,52.611,52.896,53.575,54.263,55.081,55.966,56.756,57.444,58.016,58.494,58.789,58.921,58.769,58.388,57.746,56.993,56.202,55.68,55.278,54.913,54.909,55.209,55.335,55.415,55.498,55.552,55.617,55.727,55.586,54.979,54.339,53.955,53.715,53.595,53.46,53.368,53.385,53.515,53.765,54.013,54.334,54.671,54.888,55.193,55.596,56.192,57.048,58.091,58.976,59.544,59.789,59.876,59.808,59.577,59.441,59.35,59.085,59.091,59.392,59.421,59.471,59.494,59.499,59.67,59.491,58.867,57.34,55.799,54.942,54.302,53.975,53.871,53.885,54.064,54.649,55.364,56.07,56.668,57.351,58.266,58.988,59.693,60.541,61.332,61.951,62.588,63.07,63.522,63.902,64.221,64.506,64.682,64.891,65.093,65.33,65.515,65.634,65.65,65.521,65.306,64.92,64.308,63.174,61.826,60.469,59.374,58.524,58.051,57.586,57.246,56.847,56.62,56.464,56.286,56.115,55.936,55.828,55.584,55.21,54.966,54.849,55.046,55.393,55.741,56.088,56.384,56.612,56.724,56.708,56.63,56.59,56.68,56.767,56.884,57.158,57.483,57.701,57.884,58.053,58.196,58.192,58.011,57.424,56.531,55.545,54.855,54.653,54.775,55.329,56.043,56.857,57.759,58.683,59.557,60.451,61.482,62.649,63.71,64.345,64.732,64.866,64.867,64.782,64.635,64.411,64.058,63.372,62.546,61.95,61.678,61.579,61.621,61.785,62.061,62.568,63.193,64.177,65.196,66.251,,
82.692,79.099,75.794,72.773,70.033,67.569,64.872,62.346,60.396,59.21,58.252,57.662,57.536,57.74,58.278,59.108,60.279,61.515,62.672,63.468,64.19,64.859,65.46,65.946,66.456,66.868,67.286,67.647,67.815,67.913,67.971,68.032,68.081,68.04,67.839,67.405,66.69,65.752,64.635,63.365,62.11,60.905,59.661,58.779,58.13,57.887,57.741,57.681,57.691,57.839,58.111,58.342,58.642,59.176,59.52,59.931,60.292,60.744,61.27,61.919,62.485,62.814,63.07,63.097,63.078,63.082,63.227,63.5,63.868,64.221,64.759,65.86,66.96,67.505,67.793,67.723,67.336,66.313,65.015,63.411,61.631,60.618,60.167,59.946,59.958,60.157,60.535,61.183,62.057,62.836,63.482,64.044,64.324,64.478,64.606,64.706,64.871,65.182,65.721,66.218,66.604,66.847,66.91,66.701,66.435,66.108,65.671,64.986,64.292,63.665,63.109,62.534,61.967,61.386,60.616,59.766,58.655,57.549,56.879,56.495,56.265,56.08,55.958,55.984,56.078,56.086,55.964,55.843,55.855,55.738,55.367,55.096,54.947,55.144,55.585,56.356,57.317,58.429,59.237,59.888,60.3,60.684,60.994,61.324,61.861,62.343,63.158,64.281,64.969,65.33,65.639,65.848,65.788,65.291,63.991,61.149,58.696,56.433,55.01,53.913,53.036,52.442,52.257,52.701,53.492,54.427,55.47,56.709,58.363,59.662,61.123,62.515,63.675,64.358,64.903,65.27,65.593,65.918,66.298,66.844,67.453,68.13,68.488,68.824,69.177,69.403,69.444,69.243,68.766,67.901,66.234,64.076,61.726,60.082,58.411,57.332,56.417,55.752,55.212,55.006,55.048,55.238,55.466,55.752,56.173,56.674,57.292,57.942,58.768,59.517,60.282,60.939,61.69,62.202,62.635,63.029,63.511,63.914,64.195,64.342,64.414,64.438,,,,,,,,,
