77.515,74.243,70.828,67.647,64.598,62.116,60.489,59.166,58.522,57.874,57.678,57.886,58.575,59.513,60.91,61.954,62.873,63.796,64.757,65.787,67.088,68.343,69.57,70.429,70.768,70.925,70.979,71.125,71.4,71.728,72.071,72.772,73.832,74.258,74.31,74.226,74.02,73.25,71.877,69.553,66.476,62.788,60.222,58.81,58.013,57.569,57.53,57.799,58.607,59.892,61.348,62.959,64.183,65.706,67.119,68.178,69.139,69.846,70.129,70.02,69.482,68.936,68.4,68.244,68.123,68.098,67.992,68.049,68.519,69.066,69.235,,,,,,,,,,,
73.379,70.486,68.13,66.493,65.191,63.991,62.911,62.227,61.639,61.316,61.286,61.579,62.182,63.03,64.088,65.136,66.046,66.827,67.167,67.167,67.014,66.789,66.52,66.482,66.449,66.944,67.359,67.638,67.963,68.359,68.784,69.245,69.674,70.033,69.901,69.384,68.607,67.658,66.845,66.109,65.686,65.521,65.46,65.481,65.602,65.79,66.175,66.802,67.346,67.793,68.081,68.332,68.617,68.978,69.385,69.777,70.022,70.11,70.149,,,,,,,,,,,,,,,,,,,,,,,
70.35,69.208,68.12,67.12,66.008,64.941,64.054,63.451,62.955,62.629,62.385,62.22,62.135,62.162,62.371,62.79,63.2,63.674,63.958,64.252,64.497,64.665,65.061,65.55,66.128,66.741,67.334,67.827,68.083,68.261,68.388,68.535,68.571,68.465,68.135,67.651,67.142,66.543,65.613,64.319,62.749,60.685,58.196,56.612,55.986,55.741,55.66,55.832,56.23,57.036,57.888,58.623,59.356,60.186,60.766,61.096,61.436,61.859,62.371,63.028,63.951,64.902,65.599,66.216,66.588,66.818,66.913,,,,,,,,,,,,,,,
81.845,77.611,74.422,71.257,68.625,66.456,64.595,62.952,61.257,59.716,58.33,57.475,56.921,56.737,56.752,56.965,57.308,57.976,58.842,60.287,61.763,63.627,65.326,66.791,67.786,68.431,68.909,69.099,69.342,69.523,69.675,69.954,70.342,70.66,70.889,71.066,71.308,71.043,70.35,68.811,66.879,65.047,63.02,61.398,60,59.154,58.648,58.539,58.822,59.346,60.099,61.132,62.273,63.976,65.814,67.808,69.663,71.014,72.27,73.545,74.714,75.693,76.45,76.667,76.441,75.697,75.021,74.42,74.029,73.86,73.916,74.655,75.589,76.631,77.544,78.055,78.28,,,,,
75.248,70.843,66.429,63.121,60.331,58.182,56.411,54.933,53.585,52.601,52.107,52.342,53.022,53.784,54.704,55.685,56.683,57.645,58.547,59.085,59.263,59.229,59.097,59.014,59.101,59.438,60.091,61.262,62.367,63.644,64.821,66.178,67.264,67.908,68.193,68.194,67.909,67.116,65.48,63.026,60.72,59.161,57.912,57.014,56.399,56.051,55.936,56.162,57.095,58.118,59.168,59.99,60.959,62.106,63.123,64.232,65.049,65.801,66.33,66.85,67.36,67.958,68.643,69.382,70.376,71.487,72.656,73.555,74.356,74.994,75.404,75.681,75.858,,,,,,,,,
72.872,69.207,66.513,64.391,62.655,61.378,59.99,58.828,57.729,56.933,56.475,56.456,56.761,57.251,57.94,58.629,59.428,60.364,61.146,61.842,62.285,62.515,62.654,62.766,62.847,62.943,63.158,63.48,63.792,63.947,64.128,64.44,64.756,64.889,64.919,64.704,64.338,63.38,61.828,60.31,58.445,57.17,55.665,54.349,53.021,51.886,51.192,50.623,50.299,50.268,50.385,50.549,50.796,51.228,51.955,52.639,53.241,53.741,54.217,54.627,55.05,55.537,56.008,56.634,57.346,58.153,58.695,59.125,59.486,59.782,59.983,60.105,,,,,,,,,,
67.887,66.284,64.823,63.26,62.074,60.72,59.781,58.957,58.417,58.129,57.98,58.007,58.335,58.955,59.624,60.393,60.85,61.036,61.083,61.033,60.946,60.771,60.574,60.292,60.117,60.072,60.216,60.454,60.788,61.113,61.532,62.028,62.971,63.858,64.519,64.862,64.921,64.671,64.219,63.46,62.194,60.512,59.13,58.356,57.972,57.683,57.422,57.261,57.302,57.574,58.06,58.581,59.094,59.543,59.777,59.924,60.032,60.174,60.382,60.84,61.357,61.678,61.848,61.941,61.98,61.886,61.802,61.787,61.841,62.014,62.08,,,,,,,,,,,
76.465,73.757,71.26,69.411,68.062,66.332,65.049,63.673,62.72,62.009,61.75,61.951,62.329,62.718,63.182,63.693,64.369,65.015,65.702,66.164,66.517,66.787,67.063,67.4,67.728,68.019,68.221,68.255,68.155,68.185,68.302,68.501,68.79,69.052,69.252,69.291,69.237,69.181,69.057,68.526,67.588,66.567,65.379,64.264,63.304,62.77,62.347,62.24,62.288,62.353,62.353,62.348,62.422,62.698,62.489,62.279,62.309,62.538,62.953,63.471,64.122,64.743,65.352,65.827,66.043,,,,,,,,,,,,,,,,,
75.152,72.277,69.657,67.291,65.503,63.597,61.341,59.827,58.426,57.587,57.137,56.966,57.18,57.957,58.907,60.338,61.727,63.098,63.829,64.346,64.607,64.564,64.292,63.728,62.735,61.616,60.777,60.307,60.271,60.372,60.514,60.861,61.547,62.714,63.745,64.168,64.414,64.59,64.634,64.133,63.088,61.726,59.544,57.187,55.491,54.605,53.866,53.357,52.953,52.676,52.611,52.896,53.575,54.263,55.081,55.966,56.756,57.444,58.016,58.494,58.789,58.921,58.769,58.388,57.746,56.993,56.202,55.68,55.278,54.913,54.909,55.209,55.335,55.415,55.498,55.552,55.617,55.727,,,,
82.692,79.099,75.794,72.773,70.033,67.569,64.872,62.346,60.396,59.21,58.252,57.662,57.536,57.74,58.278,59.108,60.279,61.515,62.672,63.468,64.19,64.859,65.46,65.946,66.456,66.868,67.286,67.647,67.815,67.913,67.971,68.032,68.081,68.04,67.839,67.405,66.69,65.752,64.635,63.365,62.11,60.905,59.661,58.779,58.13,57.887,57.741,57.681,57.691,57.839,58.111,58.342,58.642,59.176,59.52,59.931,60.292,60.744,61.27,61.919,62.485,62.814,63.07,63.097,63.078,63.082,63.227,63.5,63.868,64.221,64.759,65.86,66.96,67.505,67.793,,,,,,,
70.543,67.335,65.046,63.021,61.128,59.446,57.63,56.228,54.866,53.842,53.283,53.095,53.229,53.397,53.697,54.165,54.909,55.817,56.669,57.345,58.128,58.563,58.983,59.328,59.666,60.033,60.427,60.837,61.16,61.574,61.801,62.002,62.238,62.561,62.719,62.721,62.387,61.728,60.765,59.545,58.58,57.496,56.299,55.076,54.143,53.101,52.428,52.042,51.961,52.089,52.422,52.79,53.157,53.543,54.046,54.386,54.583,54.71,54.753,54.805,54.92,55.129,55.388,55.798,56.284,56.696,56.976,57.316,57.636,58.085,58.648,59.242,60.016,60.4,60.727,60.907,,,,,,
68.039,66.063,64.396,63,61.641,60.648,59.893,59.441,59.349,59.551,59.996,60.756,61.782,63.009,64.315,65.711,66.501,66.859,67.045,67.103,67.067,66.894,66.563,65.9,65.146,64.29,63.737,63.482,63.371,63.207,63.085,63.016,63.078,63.21,63.25,63.152,62.834,62.223,61.329,60.213,58.963,57.589,56.286,55.151,54.331,53.872,53.644,53.563,53.642,53.95,54.402,55.081,55.999,56.895,57.583,58.253,58.686,59.207,59.666,60.045,60.437,60.873,61.359,61.805,62.062,62.284,62.359,62.411,62.572,62.77,63.05,63.393,,,,,,,,,,
61.412,59.725,57.974,56.366,55.291,54.512,53.967,53.81,53.801,54.061,54.576,55.789,56.678,57.522,58.265,58.639,58.94,59.28,59.661,59.878,59.909,59.851,59.759,59.606,59.33,59.177,59.052,58.908,59.089,59.347,59.387,59.249,59.162,58.96,58.154,56.15,54.048,52.43,51.628,51.277,51.005,50.972,51.225,51.905,52.549,52.991,53.46,53.986,54.396,54.831,55.626,56.751,58.028,59.237,60.216,60.924,61.334,61.549,61.538,61.52,61.225,60.996,61.008,,,,,,,,,,,,,,,,,,,
70.029,66.257,63.321,60.414,58.214,56.311,54.132,52.505,51.422,50.937,50.881,51.19,51.787,52.583,53.518,54.63,55.621,56.622,57.577,58.215,58.703,59.046,59.24,59.202,58.949,58.614,58.151,57.809,57.699,57.647,57.713,57.841,58.083,58.434,58.657,58.787,59,59.065,58.598,57.662,56.318,54.939,53.143,51.483,50.282,49.71,49.447,49.329,49.37,49.571,49.886,50.266,50.846,51.654,52.621,53.37,53.99,54.589,55.032,55.403,55.711,56.108,56.759,57.616,58.522,59.104,59.41,59.629,59.781,59.909,60.054,60.188,60.284,,,,,,,,,
64.588,61.157,58.143,55.2,53.037,51.469,50.28,49.312,48.699,48.258,48.262,48.766,49.433,50.232,50.939,51.817,52.806,53.854,55.082,56.495,57.549,58.473,59.063,59.575,60.149,60.601,60.938,61.461,62.094,62.288,62.23,61.96,61.334,60.321,58.63,55.703,53.147,51.149,49.932,48.872,47.857,47.172,46.824,47.024,47.577,48.074,48.589,49.348,50.152,50.809,51.535,51.782,51.729,51.584,51.38,51.177,51.047,51.073,51.176,51.337,51.746,52.45,52.911,53.051,53.099,,,,,,,,,,,,,,,,,
61.974,59.374,57.398,55.591,53.34,51.11,49.341,47.992,47.208,46.644,46.354,46.275,46.48,46.993,47.381,47.74,48.094,48.537,48.989,49.417,50.123,51.031,51.874,52.387,52.822,53.16,53.298,53.276,53.094,52.734,52.257,51.547,50.676,49.956,49.19,48.443,47.638,46.864,46.277,46.054,45.921,45.914,46.003,46.166,46.294,46.364,46.635,46.86,46.889,47.058,47.358,47.903,48.558,49.39,50.54,51.786,53.062,53.392,53.553,53.734,,,,,,,,,,,,,,,,,,,,,,
84.552,79.743,75.54,72.412,70.132,68.142,66.434,65.002,63.597,62.686,62.11,62.262,62.894,63.627,64.456,65.483,66.495,67.926,69.282,70.819,71.862,72.54,73.004,73.216,73.095,72.849,72.699,72.571,72.832,72.831,72.952,73.239,73.664,74.069,74.156,74.077,73.652,72.505,70.986,69.043,67.397,65.748,64.307,62.918,61.409,60.167,58.853,57.981,57.715,57.895,58.407,59.336,60.299,61.84,63.335,65.355,67.063,68.588,69.805,70.581,71.045,71.275,71.447,71.651,72.019,72.821,73.558,74.202,75.004,75.774,76.55,77.164,77.664,77.737,,,,,,,,
78.965,75.632,72.703,69.559,66.927,64.484,62.256,60.76,59.669,58.96,58.504,58.433,59.001,60.031,61.417,62.874,63.877,64.498,64.634,64.5,64.081,63.592,62.984,62.577,62.63,62.891,63.191,63.565,63.935,64.351,64.795,65.321,65.885,66.571,67.117,67.552,67.869,68.129,68.32,68.332,68.239,67.69,67.018,66.232,65.615,65.002,64.481,63.962,63.64,63.508,63.746,64.324,65.047,65.61,66.092,66.661,67.292,67.852,68.298,68.619,69.023,69.478,69.82,70.194,70.745,71.348,71.785,72.328,72.809,73.166,73.287,,,,,,,,,,,
75.022,73.011,71.204,69.586,68.074,66.466,65.106,63.819,62.644,61.758,61.136,60.811,60.799,60.921,60.94,60.824,60.568,59.729,58.731,57.696,56.842,56.144,55.535,55.269,55.372,55.738,56.725,57.663,58.081,58.458,58.842,59.257,59.441,59.484,59.377,59.142,58.747,58.238,57.886,57.5,57.119,56.733,56.063,55.439,54.945,54.849,54.969,55.284,55.621,56.063,56.885,57.629,58.543,59.518,60.523,61.008,61.207,61.189,61.016,60.801,60.738,60.696,61.004,61.397,61.725,61.904,62.072,62.343,62.577,62.675,62.702,,,,,,,,,,,
68.338,64.977,62.331,60.052,58.322,56.765,55.78,54.728,53.958,53.623,53.719,54.106,54.643,55.2,55.863,56.464,57.269,58.116,58.886,59.307,59.541,59.566,59.449,59.232,59.009,58.686,58.334,58.198,57.982,57.742,57.443,57.094,56.659,55.789,54.496,53.096,52.07,51.387,50.794,50.433,50.214,50.15,50.48,51.007,51.569,52.204,53.045,53.853,54.979,56.078,57.222,58.018,58.723,59.159,59.575,59.984,60.461,61.111,61.951,62.742,63.747,64.424,65.03,65.442,65.714,65.924,,,,,,,,,,,,,,,,
93.457,89.062,85.097,81.695,78.84,76.529,74.914,73.576,72.641,71.929,71.643,72.02,73.122,74.358,75.667,77.099,78.43,79.95,81.309,82.368,82.901,83.086,83.23,83.396,83.63,84.013,84.47,85.06,85.603,86.021,86.552,87.38,88.154,88.663,88.748,88.538,87.729,86.199,83.554,81.415,78.377,75.591,72.942,71.066,69.184,67.38,66.22,65.639,66.133,67.094,68.217,69.711,71.373,73.628,75.168,76.742,78.387,79.474,80.123,80.526,80.816,81.013,81.136,81.321,81.662,82.189,82.649,82.886,83.055,83.217,83.642,84.216,84.936,85.801,86.359,,,,,,,
84.51,81.59,78.809,76.043,74.047,71.867,70.325,69.151,68.432,68.038,67.934,68.466,69.17,69.928,70.601,71.058,71.687,72.582,73.787,75.397,76.992,77.983,78.792,79.023,79.168,79.291,79.197,79.139,79.378,79.232,78.958,78.671,78.022,76.604,74.68,70.924,67.44,64.784,62.903,61.617,60.64,60.083,60.02,60.312,60.82,61.421,61.935,62.11,62.2,62.355,62.7,63.21,64.177,65.314,66.602,67.813,68.803,69.743,70.401,70.563,,,,,,,,,,,,,,,,,,,,,,
76.87,75.474,74.018,72.613,71.262,70.11,69.316,68.62,68.154,67.788,67.536,67.437,67.571,67.694,67.995,68.216,68.366,68.476,68.554,68.621,68.681,68.77,68.949,69.278,69.552,69.894,70.285,70.692,71.154,71.652,72.282,73.152,74.364,75.173,75.464,75.514,75.368,74.757,73.879,72.579,70.769,68.414,66.861,65.874,65.215,64.68,64.265,63.958,63.742,63.577,63.359,63.29,63.4,63.451,63.524,63.704,64.025,64.592,65.243,65.969,66.658,67.137,67.504,67.678,67.698,67.679,67.73,67.832,67.89,68.041,68.551,68.838,68.948,69.058,69.194,,,,,,,
76.564,74.462,72.429,70.784,69.51,68.219,67.294,66.344,65.669,65.119,64.927,65.028,65.318,65.769,66.154,66.523,67.068,67.53,68.066,68.595,68.966,69.192,69.173,69.057,68.941,68.897,69.001,69.289,69.752,70.311,70.944,71.692,72.281,72.789,73.139,73.388,73.443,73.257,72.557,71.311,70.134,69.193,68.415,67.765,67.34,67.022,66.774,66.616,66.662,66.598,66.472,66.291,66.208,65.921,65.567,65.242,65.216,65.482,65.908,66.357,66.842,67.309,67.696,67.972,68.046,68.004,67.775,67.62,67.428,67.414,67.822,68.082,68.376,68.77,69.513,70.25,70.791,71.145,71.286,,,
71.573,70.219,68.78,67.512,66.396,65.456,64.811,64.188,63.613,63.048,62.765,62.586,62.546,62.495,62.395,62.308,62.229,62.148,62.126,62.202,62.398,62.664,63.073,63.515,63.989,64.562,65.251,66.422,67.265,67.827,68.092,68.128,67.721,66.744,64.981,63.377,62.138,61.388,60.852,60.583,60.513,60.706,61.438,62.331,63.248,64.053,64.999,65.831,66.861,67.822,68.837,69.49,69.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.728,65.417,63.548,62.12,60.885,59.795,58.898,58.118,57.345,56.869,56.697,56.893,57.298,57.967,58.69,59.743,60.548,60.891,60.779,60.379,59.916,59.265,58.506,57.862,57.232,56.506,55.901,55.584,55.306,55.218,55.436,55.937,56.337,56.626,56.876,57.059,57.011,56.639,55.893,54.963,54.066,53.201,52.486,52.161,51.869,52.075,52.373,52.808,53.248,53.609,53.946,54.418,54.826,54.785,54.596,54.455,54.443,54.63,55.027,55.461,56.204,57.038,57.933,59.182,60.008,60.718,61.436,61.969,62.344,62.67,62.777,,,,,,,,,,,
65.715,62.63,59.817,57.678,56.123,54.932,53.903,53.06,52.559,52.44,52.987,53.731,54.305,55.008,55.302,55.586,56.039,56.741,57.603,58.411,59.129,59.583,59.968,60.361,60.646,60.875,61.138,61.436,62.027,62.987,63.977,64.467,64.691,64.239,62.243,59.975,57.212,54.828,53.119,51.998,51.409,51.752,52.794,53.885,54.975,56.211,57.288,58.23,59.061,59.754,60.11,60.127,60.022,59.759,59.279,58.662,58.241,58.082,58.251,58.82,59.705,60.609,61.678,62.705,63.581,64.138,64.306,,,,,,,,,,,,,,,
62.194,60.798,59.129,57.93,56.473,55.192,53.951,52.989,52.23,51.726,51.243,50.934,50.945,51.242,51.699,52.111,52.479,52.79,53.075,53.373,53.601,53.85,54.056,54.279,54.477,54.681,54.803,54.889,54.992,55.106,55.281,55.407,55.455,55.425,55.294,55.039,54.579,53.817,52.989,52.171,51.459,50.865,50.276,49.768,49.268,48.939,48.801,48.841,49.045,49.336,49.688,50.301,50.977,51.73,52.588,53.352,53.923,54.41,54.79,54.979,55.047,55.095,,,,,,,,,,,,,,,,,,,,
61.355,59.848,58.311,56.78,55.24,53.892,52.93,52.066,51.455,50.94,50.499,50.061,49.831,49.835,50.175,50.567,51.007,51.373,51.751,52.011,52.241,52.44,52.554,52.589,52.619,52.684,52.823,53.082,53.327,53.528,53.693,53.921,54.087,54.202,54.27,54.293,54.272,54.212,54.089,53.791,53.305,52.727,52.232,51.789,51.32,50.948,50.61,50.28,49.877,49.464,49.204,49.101,49.058,49.069,49.112,49.207,49.376,49.6,49.927,50.237,50.425,50.531,50.565,50.558,50.485,50.351,50.122,49.877,49.585,49.387,49.288,49.312,49.472,49.776,50.16,50.699,51.358,52.155,52.959,53.347,53.537,53.546
78.97,74.243,71.061,68.012,65.901,64.062,62.543,61.419,60.514,60.265,60.642,61.165,61.813,62.578,63.149,63.813,64.474,65.094,65.693,66.111,66.542,66.921,67.259,67.533,67.964,68.444,68.983,69.776,70.422,70.82,70.922,70.913,70.522,69.418,67.401,65.008,63,61.278,60.28,59.382,58.501,58.278,58.588,58.988,59.383,59.906,60.488,61.091,61.576,62.019,62.501,63.173,64.08,64.991,65.809,66.845,67.873,68.472,,,,,,,,,,,,,,,,,,,,,,,,
67.818,65.67,63.323,61.412,59.629,58.041,56.875,56.05,55.516,55.203,55.09,55.234,55.772,56.553,57.516,58.42,59.217,59.88,60.566,61.271,62.033,62.902,63.612,64.211,64.517,64.744,64.91,65.069,65.214,65.46,65.634,65.992,66.751,67.662,68.217,68.5,68.504,68.437,67.957,66.78,64.86,62.405,59.941,58.102,56.849,55.987,55.246,54.591,54.116,53.765,53.48,53.289,53.322,53.364,53.472,53.726,54.128,54.625,55.378,56.251,56.937,57.45,57.811,58.112,58.324,58.49,58.676,58.852,58.968,59.13,59.48,59.731,59.827,,,,,,,,,
70.703,66.835,64.216,61.772,60.207,58.761,57.529,56.565,56.041,56.202,56.764,57.319,57.959,58.443,58.934,59.259,59.472,59.574,59.688,59.914,60.273,60.697,61.32,62.317,63.565,64.585,65.55,66.478,67.181,67.533,67.59,67.307,66.322,64.537,62.789,61.031,59.39,58.375,57.775,57.304,57.078,57.308,57.627,57.758,57.732,57.873,57.88,57.658,57.514,57.67,58.05,58.723,59.669,60.664,61.482,62.092,62.369,62.255,62.097,61.752,61.506,61.362,61.047,60.827,60.773,60.799,60.85,60.925,61.052,61.18,,,,,,,,,,,,
