75.056,71.907,68.615,66.11,64.16,62.781,61.625,60.705,60.073,59.696,59.641,60.241,61.225,62.149,63.222,64.049,64.882,65.685,66.696,67.61,68.896,70.12,70.989,71.593,71.941,72.145,72.258,72.386,72.637,72.931,73.344,74.09,74.489,74.517,74.408,74.104,73.544,72.702,70.906,67.363,63.776,61.501,59.877,58.659,57.875,57.364,57.026,57.118,57.791,58.873,59.717,60.651,61.583,62.663,63.547,64.497,65.212,65.994,66.382,66.404,66.238,65.964,65.653,65.306,65.111,65.019,65.079,65.131,65.693,66.117,66.295,66.462,66.63,66.849,67.086,67.256,67.295,,,,
80.255,77.16,74.675,72.476,70.736,69.081,67.912,66.728,65.774,65.045,64.654,64.515,64.666,65.142,66.19,67.136,67.894,68.55,68.881,68.923,68.778,68.544,68.277,68.185,68.186,68.444,68.774,68.888,68.983,69.089,69.229,69.325,69.384,69.221,68.794,68.186,67.298,66.448,65.593,65.092,64.873,64.842,64.883,65.008,65.156,65.453,65.791,66.573,67.242,67.713,68.193,68.66,69.095,69.578,69.991,70.559,71.08,71.285,71.407,,,,,,,,,,,,,,,,,,,,,,
71.746,70.761,69.803,68.964,68.196,67.392,66.637,65.907,65.401,64.96,64.656,64.407,64.21,64.06,63.983,64.051,64.263,64.668,64.874,65.106,65.268,65.388,65.638,66.027,66.516,67.198,67.892,68.514,68.833,69.047,69.223,69.406,69.486,69.478,69.25,68.738,68.187,67.442,66.558,65.352,64.028,62.389,60.171,58.476,57.151,56.598,56.466,56.442,56.492,56.862,57.453,58.128,58.672,59.313,60.004,60.561,61.025,61.42,61.904,62.401,63.034,63.642,64.401,65.091,65.552,65.845,66.05,66.177,66.197,,,,,,,,,,,,
88.619,83.186,79.09,75.144,72.327,69.924,67.677,65.714,63.654,61.878,60.679,60.115,60.132,60.355,60.876,61.649,62.832,64.21,66.239,68.08,70.16,71.471,72.516,73.389,74.042,74.435,74.465,74.609,74.625,74.656,75.141,75.467,75.643,75.657,75.592,75.594,75.326,74.408,72.496,69.669,67.266,64.912,63.183,61.927,60.866,60.032,59.581,59.769,60.297,61.24,62.103,63.303,64.797,66.765,68.608,70.842,72.779,74.538,75.947,77.193,78.185,78.687,78.72,78.29,77.344,76.216,75.435,75.182,75.08,75.279,76.004,77.381,78.622,79.86,81.085,81.418,,,,,
73.507,69.07,65.558,62.82,60.629,58.694,57.258,55.729,54.684,54.093,54.165,54.693,55.299,56.189,57.106,58.07,58.826,59.252,59.248,59.024,58.919,58.991,59.341,60.003,61.289,62.684,64.138,65.879,66.942,67.604,68.336,68.754,68.701,68.01,67.005,65.748,64.657,63.717,62.769,62.062,61.701,61.814,62.268,62.829,63.501,64.088,64.736,65.633,66.744,67.642,68.41,69.224,69.805,70.439,71.036,71.916,72.8,74.224,75.42,76.3,77.078,77.689,78.043,78.281,78.344,,,,,,,,,,,,,,,,
79.524,76.858,73.976,71.635,69.269,67.447,65.441,63.562,62.03,61.144,60.362,59.874,59.572,59.495,59.752,60.442,61.399,62.419,63.103,63.614,64.112,64.417,64.609,64.686,64.659,64.635,64.722,64.932,65.118,65.219,65.344,65.569,65.884,66.213,66.376,66.312,65.976,65.401,64.362,63.052,61.544,59.431,57.591,55.804,54.157,53.128,52.47,52.079,51.839,51.729,51.875,52.201,52.672,53.333,54.284,55.162,55.817,56.385,56.887,57.375,57.962,58.588,59.081,59.611,60.204,60.648,61.03,61.339,61.564,61.743,61.923,62.007,,,,,,,,,
69.614,68.046,66.619,65.094,63.812,62.48,61.47,60.835,60.407,60.078,59.944,59.953,60.304,60.959,61.686,62.429,62.976,63.269,63.388,63.422,63.407,63.37,63.224,63.006,62.828,62.757,62.787,62.902,63.1,63.374,63.644,63.951,64.524,65.266,65.726,65.916,65.993,65.95,65.69,65.061,63.705,62.226,60.535,59.48,58.898,58.417,58.05,57.827,57.752,57.939,58.352,58.776,59.242,59.637,59.939,60.078,60.158,60.236,60.369,60.743,61.155,61.509,61.75,61.87,61.941,61.941,61.9,61.927,62.034,62.189,62.321,62.361,,,,,,,,,
76.096,74.057,72.589,71.264,70.153,69.157,67.986,67.173,66.498,66.107,66.035,66.23,66.494,66.892,67.304,67.826,68.351,68.792,69.08,69.342,69.566,69.85,70.162,70.629,70.95,71.074,71.041,71.021,71.056,71.142,71.284,71.549,71.671,71.672,71.496,71.225,70.938,70.506,69.911,68.748,67.449,65.566,64.132,63.393,62.918,62.601,62.457,62.475,62.479,62.455,62.442,62.525,62.74,62.62,62.559,62.63,62.871,63.303,63.871,64.564,65.309,65.715,66.001,66.044,65.879,65.587,65.345,64.987,64.604,64.362,64.315,64.291,64.309,,,,,,,,
75.414,72.936,70.678,68.26,66.401,64.293,62.612,61.51,60.758,60.238,59.927,59.849,60.067,60.741,61.998,63.249,64.498,65.459,66.063,66.444,66.609,66.548,66.239,65.638,64.775,63.935,63.381,63.017,62.944,62.989,63.144,63.451,64.071,65.04,65.729,65.983,66.098,66.15,65.921,65.244,63.93,62.043,59.474,57.32,55.958,55.159,54.503,53.978,53.536,53.215,53.132,53.389,53.964,54.541,55.278,56.194,56.908,57.543,58.036,58.433,58.598,58.562,58.351,58.004,57.587,57.088,56.548,56.205,55.951,55.587,55.487,55.735,55.88,55.972,56.059,56.157,56.263,56.473,56.527,,
83.443,80.031,76.888,74.013,71.406,68.734,65.921,63.651,61.845,60.687,60.017,59.662,59.624,59.813,60.351,61.072,62.154,63.134,63.988,64.87,65.698,66.322,66.818,67.32,67.811,68.193,68.454,68.603,68.702,68.775,68.876,69.053,69.293,69.493,69.503,69.352,69.038,68.587,68.09,67.232,66.324,64.917,63.164,61.907,61.094,60.697,60.534,60.434,60.467,60.643,60.823,61.04,61.467,61.831,62.147,62.44,62.8,63.126,63.551,63.972,64.352,64.726,64.913,65.06,65.223,65.659,65.834,66.097,66.591,67.612,68.476,69.024,69.252,69.318,,,,,,,
66.694,63.639,60.936,58.658,57.284,56.113,55.107,54.337,53.764,53.36,53.306,53.761,54.171,54.681,55.229,55.75,56.376,57.14,58.085,58.817,59.772,60.456,60.845,61.092,61.305,61.549,61.834,62.262,62.895,63.263,63.564,63.863,64.066,64.01,63.856,63.499,62.68,61.518,59.642,57.769,56.082,54.742,53.551,52.58,51.846,51.223,50.892,50.838,51.104,51.644,52.057,52.405,52.816,53.362,53.621,53.819,53.887,53.846,53.85,54.007,54.24,54.608,55.051,55.493,55.964,56.352,56.776,57.213,57.615,58.175,58.736,59.084,59.324,59.439,59.548,,,,,,
64.046,62.371,61.056,60.065,59.349,58.934,58.693,58.622,58.75,59.203,60.05,61.427,62.902,64.321,65.564,66.579,67.279,67.816,68.1,68.285,68.293,68.03,67.628,67.074,66.466,65.853,65.334,64.974,64.692,64.369,64.177,64.087,63.951,63.717,63.477,63.242,62.927,62.475,61.737,60.86,59.717,58.677,57.722,56.933,56.31,55.77,55.496,55.417,55.619,56.194,57.089,58.043,58.915,60.081,61.744,63.323,64.721,65.805,66.571,67.183,67.678,68.099,68.43,68.552,,,,,,,,,,,,,,,,,
62.116,59.879,58.18,56.591,55.031,53.867,53,52.654,52.604,52.892,53.632,54.667,55.942,57.004,57.641,58.012,58.309,58.545,58.764,58.861,58.878,58.854,58.758,58.647,58.409,58.22,58.127,58.117,58.289,58.865,59.523,59.884,60.088,60.281,59.889,58.785,57.136,55.409,53.408,52.176,51.359,50.866,50.609,50.561,50.714,51.007,51.671,52.364,52.83,53.358,54.125,55.001,56.137,57.168,58.361,59.069,59.427,59.53,59.522,59.476,59.31,58.998,59.155,59.285,,,,,,,,,,,,,,,,,
66.681,63.065,60.423,58.175,56.429,55.222,54.271,53.589,53.117,53.136,53.668,54.681,55.674,56.973,58.151,59.337,60.134,60.962,61.962,62.57,62.982,63.009,62.77,62.504,62.099,61.55,61.127,60.804,60.604,60.485,60.552,60.917,61.45,61.829,61.836,61.876,61.905,61.837,61.223,59.299,56.629,54.539,52.56,51.024,49.993,49.267,48.862,48.614,48.834,49.333,49.845,50.449,51.337,52.4,53.661,54.829,55.945,57.002,57.824,58.431,59.15,59.861,60.588,61.416,62.083,62.505,62.645,,,,,,,,,,,,,,
69.751,66.515,64.065,61.733,59.458,57.072,55.271,53.65,52.617,51.918,51.288,51.141,51.337,51.638,52.232,53.175,54.079,55.239,56.166,57.233,58.134,59.186,60.001,60.981,62.007,62.742,63.194,63.6,63.878,64.191,64.55,64.866,65.084,65.148,64.988,64.508,63.477,62.514,60.929,59.183,57.287,55.506,53.587,51.95,50.586,49.589,48.981,48.372,48.187,48.213,48.536,48.941,49.725,50.401,51.019,51.536,51.833,51.843,51.721,51.352,50.811,50.339,49.994,49.857,49.984,50.148,50.377,50.735,51.435,52.139,52.762,53.086,53.255,53.293,,,,,,,
59.092,56.466,54.044,51.856,49.864,48.19,46.902,46.111,45.651,45.439,45.647,46.241,47.063,47.744,48.109,48.362,48.608,48.885,49.29,49.923,50.823,51.828,52.869,53.667,54.04,54.252,54.507,54.545,54.302,53.873,53.225,52.52,51.687,50.785,49.911,48.56,46.765,45.499,44.603,44.294,44.119,44.13,44.308,44.47,44.508,44.741,45.052,44.984,45.014,45.153,45.509,46.152,47.194,49.205,51.046,52.728,53.936,54.639,54.807,54.876,,,,,,,,,,,,,,,,,,,,,
85.929,82.505,79.554,76.907,74.561,72.16,70.202,68.514,67.16,66.343,65.984,66.115,66.59,67.165,67.899,68.955,70.053,71.58,72.958,74.279,75.52,76.395,77.001,77.302,77.211,76.901,76.524,76.265,76.384,76.591,76.644,76.844,77.286,77.778,77.911,77.87,77.252,76.156,74.709,72.396,69.964,67.746,65.52,63.824,61.829,60.42,59.179,58.484,58.086,58.16,58.683,59.564,60.803,62.461,64.112,65.319,66.556,67.628,68.314,68.846,69.156,69.417,69.765,70.338,71.054,71.944,72.918,73.947,75.151,76.3,76.952,77.06,,,,,,,,,
85.043,80.997,77.808,74.39,71.885,69.192,67.137,65.364,63.919,63.043,62.624,62.644,63.143,64.149,65.204,66.466,68.055,69.164,69.477,69.445,69.069,68.413,67.759,67.036,66.869,66.986,67.463,67.9,68.442,68.92,69.499,70.043,70.574,71.198,71.739,72.407,72.76,73.03,73.277,73.389,73.261,72.6,71.755,70.693,69.756,69.014,68.307,67.749,67.263,66.964,66.821,66.967,67.387,67.941,68.551,69.227,69.895,70.654,71.181,71.741,72.025,72.453,73.052,73.587,74.055,74.871,75.621,76.027,76.509,76.987,77.279,77.391,,,,,,,,,
83.784,80.905,78.482,76.179,74.348,72.461,70.849,69.134,67.838,66.658,65.958,65.492,65.322,65.169,64.962,64.638,63.864,62.903,61.789,60.893,60.044,59.313,58.723,58.362,58.403,58.922,59.969,60.951,61.555,61.829,62.287,62.622,62.841,62.904,62.785,62.56,62.281,61.901,61.677,61.509,61.294,60.804,60.177,59.42,58.664,58.141,57.872,57.852,57.98,58.366,58.869,59.585,60.526,61.635,62.943,63.946,64.51,64.861,64.859,64.713,64.483,64.335,64.229,64.382,64.653,65.045,65.289,65.445,65.713,65.963,66.128,66.189,,,,,,,,,
73.003,69.553,67.204,64.931,63.415,61.698,60.436,59.25,58.243,57.652,57.436,57.456,57.674,58.211,59.104,59.998,60.795,61.535,62.146,62.645,62.949,63.101,63.098,62.921,62.714,62.423,62.159,61.864,61.545,61.146,60.72,60.212,59.706,58.979,58.26,57.256,56.117,55.057,54.144,53.541,53.352,53.322,53.391,53.652,54.072,54.794,55.574,56.701,57.885,59.086,60.033,60.942,61.69,62.336,62.87,63.298,63.619,63.884,64.104,64.248,64.349,64.455,64.655,64.718,,,,,,,,,,,,,,,,,
86.318,83.286,79.621,76.159,73.443,71.591,70.402,69.557,69.218,69.155,69.546,71.049,72.897,75.339,77.212,78.872,80.225,81.122,81.619,81.613,81.505,81.537,81.693,81.933,82.218,82.485,82.908,83.607,84.95,86.394,87.149,87.28,87.049,86.471,85.267,82.92,78.665,74.574,71.155,68.527,66.547,65.153,63.858,64.154,65.718,67.465,69.192,71.141,72.625,74.038,75.467,76.548,77.496,78.016,78.282,78.491,78.761,79.191,79.763,80.407,80.758,80.84,81.026,81.533,82.175,82.701,82.98,,,,,,,,,,,,,,
85.562,81.078,77.074,73.683,71.258,69.512,67.925,66.636,65.632,65.416,66.136,66.83,67.456,68.177,68.736,69.06,69.439,70.222,71.139,72.284,73.375,74.299,75.253,75.748,75.964,75.695,75.373,75.084,75.232,75.545,75.787,76.022,76.476,77.101,76.924,75.796,74.117,72.198,70.069,67.298,65.009,62.244,60.442,59.379,58.743,58.361,58.313,58.615,58.656,58.708,58.873,59.111,59.513,60.207,61.113,62.407,64.184,65.79,67.235,68.081,68.482,69.011,69.141,,,,,,,,,,,,,,,,,,
79.502,78.06,77.131,76.303,75.572,74.915,74.234,73.682,73.141,72.764,72.543,72.502,72.608,72.85,73.194,73.522,73.699,73.755,73.844,73.925,74.048,74.287,74.624,74.945,75.367,75.985,76.663,77.374,78.288,79.422,80.35,80.916,81.227,81.362,81.127,80.361,79.041,77.368,75.425,73.828,72.265,70.854,69.612,68.629,67.756,67.055,66.491,66.033,65.727,65.633,65.604,65.648,65.894,66.301,66.796,67.377,68.048,68.602,69.075,69.416,69.595,69.602,69.723,69.817,69.985,70.332,70.876,71.48,72.047,72.555,72.827,,,,,,,,,,
75.689,74.428,73.225,72.079,71.135,70.384,69.905,69.539,69.373,69.274,69.285,69.585,69.945,70.37,70.766,71.382,71.892,72.429,72.977,73.487,73.878,74.157,74.363,74.382,74.294,74.234,74.24,74.376,74.618,74.994,75.357,75.91,76.451,77.052,77.329,77.34,77.177,76.804,76.125,75.007,73.091,70.896,69.308,68.283,67.524,66.957,66.529,66.211,65.99,66.033,65.984,65.836,65.767,65.71,65.484,65.238,65.068,65.038,65.299,65.893,66.632,67.172,67.652,68.022,68.251,68.332,68.268,68.094,68.031,67.955,67.972,68.13,68.261,68.466,68.762,69.017,69.354,69.545,,,
73.385,72.092,71.187,70.101,69.073,68.097,67.33,66.737,66.271,65.862,65.601,65.38,65.281,65.234,65.203,65.142,65.143,65.185,65.281,65.435,65.719,66.064,66.345,66.747,67.106,67.472,68.143,69.013,69.516,69.557,69.284,68.667,67.662,66.215,64.701,62.961,61.532,60.703,60.043,59.679,59.508,59.593,60.127,61.147,62.09,63.265,64.421,65.309,66.095,66.879,67.505,67.822,67.879,67.626,67.319,67.101,66.86,66.707,66.511,66.384,66.418,,,,,,,,,,,,,,,,,,,,
